Comparison	change	target_id	b	InterPro_new	CAZyme_new	Protease_new	KO	secreted_consensus	lichen_ortho
Apothecia / Vegetative (edge + center)	apothecium	XANPAGTX0501_004217-T1	-1.37677721516385	IPR000504 RNA recognition motif domain, IPR012677 Nucleotide-binding alpha-beta plait domain superfamily, IPR035979 RNA-binding domain superfamily	NA	NA	K24990	FALSE	FALSE
Apothecia / Vegetative (edge + center)	apothecium	XANPAGTX0501_000005-T1	-1.37884348631169	NA	NA	NA		FALSE	FALSE
Apothecia / Vegetative (edge + center)	apothecium	XANPAGTX0501_003212-T1	-1.38492679009976	IPR001810 F-box domain, IPR032675 Leucine-rich repeat domain superfamily, IPR036047 F-box-like domain superfamily	NA	NA		FALSE	TRUE
Apothecia / Vegetative (edge + center)	apothecium	XANPAGTX0501_002763-T1	-1.38964418727132	NA	NA	NA		FALSE	FALSE
Apothecia / Vegetative (edge + center)	apothecium	XANPAGTX0501_002163-T1	-1.39298878932411	NA	NA	NA		FALSE	FALSE
Apothecia / Vegetative (edge + center)	apothecium	XANPAGTX0501_003213-T1	-1.3997296068536	IPR001810 F-box domain, IPR032675 Leucine-rich repeat domain superfamily, IPR036047 F-box-like domain superfamily	NA	NA		FALSE	TRUE
Apothecia / Vegetative (edge + center)	apothecium	XANPAGTX0501_004493-T1	-1.40077034036919	NA	NA	NA		FALSE	FALSE
Apothecia / Vegetative (edge + center)	apothecium	XANPAGTX0501_002166-T1	-1.40094277228661	NA	NA	NA		FALSE	FALSE
Apothecia / Vegetative (edge + center)	apothecium	XANPAGTX0501_010280-T1	-1.40405667505496	NA	NA	NA		FALSE	FALSE
Apothecia / Vegetative (edge + center)	apothecium	XANPAGTX0501_006016-T1	-1.40460389888524	IPR008928 Six-hairpin glycosidase superfamily, IPR031335 Glycosyl hydrolase family 63, C-terminal	GH63	NA		FALSE	FALSE
Apothecia / Vegetative (edge + center)	apothecium	XANPAGTX0501_001333-T1	-1.41130477100828	NA	NA	NA		FALSE	TRUE
Apothecia / Vegetative (edge + center)	apothecium	XANPAGTX0501_004104-T1	-1.41925612400601	IPR001214 SET domain, IPR011990 Tetratricopeptide-like helical domain superfamily	NA	NA		FALSE	FALSE
Apothecia / Vegetative (edge + center)	apothecium	XANPAGTX0501_007067-T1	-1.42072000839088	NA	NA	NA		FALSE	TRUE
Apothecia / Vegetative (edge + center)	apothecium	XANPAGTX0501_007300-T1	-1.4230316017321	NA	NA	NA		FALSE	FALSE
Apothecia / Vegetative (edge + center)	apothecium	XANPAGTX0501_004414-T1	-1.42345812970142	IPR027417 P-loop containing nucleoside triphosphate hydrolase	NA	NA		FALSE	TRUE
Apothecia / Vegetative (edge + center)	apothecium	XANPAGTX0501_001605-T1	-1.42583345259382	NA	NA	NA		FALSE	FALSE
Apothecia / Vegetative (edge + center)	apothecium	XANPAGTX0501_006255-T1	-1.43475067837974	NA	NA	NA		FALSE	FALSE
Apothecia / Vegetative (edge + center)	apothecium	XANPAGTX0501_000647-T1	-1.44054983321238	IPR000571 Zinc finger, CCCH-type	NA	NA		FALSE	FALSE
Apothecia / Vegetative (edge + center)	apothecium	XANPAGTX0501_005615-T1	-1.44090307604412	NA	NA	NA		FALSE	FALSE
Apothecia / Vegetative (edge + center)	apothecium	XANPAGTX0501_006974-T1	-1.44197495377608	NA	NA	NA		FALSE	FALSE
Apothecia / Vegetative (edge + center)	apothecium	XANPAGTX0501_006957-T1	-1.44360191426642	NA	NA	NA		FALSE	FALSE
Apothecia / Vegetative (edge + center)	apothecium	XANPAGTX0501_006910-T1	-1.45829293094508	NA	NA	NA		FALSE	FALSE
Apothecia / Vegetative (edge + center)	apothecium	XANPAGTX0501_001612-T1	-1.45850616512731	NA	NA	NA		FALSE	FALSE
Apothecia / Vegetative (edge + center)	apothecium	XANPAGTX0501_007871-T1	-1.46301613000715	NA	NA	NA		FALSE	TRUE
Apothecia / Vegetative (edge + center)	apothecium	XANPAGTX0501_009582-T1	-1.46966598350838	NA	NA	NA		FALSE	FALSE
Apothecia / Vegetative (edge + center)	apothecium	XANPAGTX0501_009615-T1	-1.47863979691669	IPR035940 CAP superfamily	NA	NA		TRUE	FALSE
Apothecia / Vegetative (edge + center)	apothecium	XANPAGTX0501_001953-T1	-1.48326471019821	NA	NA	NA		FALSE	FALSE
Apothecia / Vegetative (edge + center)	apothecium	XANPAGTX0501_009139-T1	-1.49437543357808	IPR001876 Zinc finger, RanBP2-type	NA	NA		FALSE	FALSE
Apothecia / Vegetative (edge + center)	apothecium	XANPAGTX0501_005630-T1	-1.49742807592816	IPR036928 Amidase signature (AS) superfamily	NA	NA		FALSE	FALSE
Apothecia / Vegetative (edge + center)	apothecium	XANPAGTX0501_004891-T1	-1.50154523163543	NA	NA	NA		FALSE	FALSE
Apothecia / Vegetative (edge + center)	apothecium	XANPAGTX0501_002522-T1	-1.50455046346508	NA	NA	NA		FALSE	FALSE
Apothecia / Vegetative (edge + center)	apothecium	XANPAGTX0501_005612-T1	-1.5066016119229	NA	NA	NA		FALSE	TRUE
Apothecia / Vegetative (edge + center)	apothecium	XANPAGTX0501_000893-T1	-1.5083406711792	NA	NA	NA		FALSE	FALSE
Apothecia / Vegetative (edge + center)	apothecium	XANPAGTX0501_005061-T1	-1.50866484227015	NA	NA	NA		TRUE	FALSE
Apothecia / Vegetative (edge + center)	apothecium	XANPAGTX0501_007873-T1	-1.51086785412759	NA	NA	NA		FALSE	TRUE
Apothecia / Vegetative (edge + center)	apothecium	XANPAGTX0501_001958-T1	-1.51118794708971	IPR001356 Homeobox domain, IPR009057 Homeobox-like domain superfamily, IPR017970 Homeobox, conserved site	NA	NA		FALSE	FALSE
Apothecia / Vegetative (edge + center)	apothecium	XANPAGTX0501_000194-T1	-1.51133808852691	IPR006047 Glycosyl hydrolase, family 13, catalytic domain, IPR013780 Glycosyl hydrolase, all-beta, IPR017853 Glycoside hydrolase superfamily	GH13	NA	K01176	FALSE	FALSE
Apothecia / Vegetative (edge + center)	apothecium	XANPAGTX0501_003572-T1	-1.51927098305079	IPR001087 GDSL lipase/esterase, IPR036514 SGNH hydrolase superfamily	CE16	NA		TRUE	FALSE
Apothecia / Vegetative (edge + center)	apothecium	XANPAGTX0501_002183-T1	-1.52226177401954	NA	NA	NA		FALSE	FALSE
Apothecia / Vegetative (edge + center)	apothecium	XANPAGTX0501_005279-T1	-1.52389565178594	NA	NA	NA		FALSE	FALSE
Apothecia / Vegetative (edge + center)	apothecium	XANPAGTX0501_008041-T1	-1.52721978868756	NA	NA	NA		TRUE	FALSE
Apothecia / Vegetative (edge + center)	apothecium	XANPAGTX0501_005614-T1	-1.52771928822711	NA	NA	NA		FALSE	FALSE
Apothecia / Vegetative (edge + center)	apothecium	XANPAGTX0501_001538-T1	-1.52888451253606	NA	NA	NA		FALSE	FALSE
Apothecia / Vegetative (edge + center)	apothecium	XANPAGTX0501_001954-T1	-1.5347831840851	NA	NA	NA		FALSE	FALSE
Apothecia / Vegetative (edge + center)	apothecium	XANPAGTX0501_001414-T1	-1.53729917311924	NA	NA	NA		FALSE	FALSE
Apothecia / Vegetative (edge + center)	apothecium	XANPAGTX0501_001910-T1	-1.53977115979343	NA	NA	NA		FALSE	FALSE
Apothecia / Vegetative (edge + center)	apothecium	XANPAGTX0501_010303-T1	-1.5420262466016	NA	NA	NA		FALSE	FALSE
Apothecia / Vegetative (edge + center)	apothecium	XANPAGTX0501_004520-T1	-1.55956662371766	NA	NA	NA		FALSE	FALSE
Apothecia / Vegetative (edge + center)	apothecium	XANPAGTX0501_007262-T1	-1.5695406989539	NA	NA	NA		FALSE	TRUE
Apothecia / Vegetative (edge + center)	apothecium	XANPAGTX0501_010203-T1	-1.5695406989539	NA	NA	NA		FALSE	TRUE
Apothecia / Vegetative (edge + center)	apothecium	XANPAGTX0501_008090-T1	-1.57003475652946	NA	NA	NA		FALSE	FALSE
Apothecia / Vegetative (edge + center)	apothecium	XANPAGTX0501_009318-T1	-1.57767682152295	IPR011333 SKP1/BTB/POZ domain superfamily	NA	NA		FALSE	FALSE
Apothecia / Vegetative (edge + center)	apothecium	XANPAGTX0501_002164-T1	-1.58265216915245	NA	NA	NA		FALSE	FALSE
Apothecia / Vegetative (edge + center)	apothecium	XANPAGTX0501_002184-T1	-1.58472304519271	NA	NA	NA		FALSE	FALSE
Apothecia / Vegetative (edge + center)	apothecium	XANPAGTX0501_005735-T1	-1.62005484350781	IPR018824 Conidiation-specific protein 6	NA	NA		FALSE	FALSE
Apothecia / Vegetative (edge + center)	apothecium	XANPAGTX0501_004521-T1	-1.62504012575066	IPR008271 Serine/threonine-protein kinase, active site, IPR011009 Protein kinase-like domain superfamily	NA	NA		FALSE	FALSE
Apothecia / Vegetative (edge + center)	apothecium	XANPAGTX0501_002172-T1	-1.62604022910488	NA	NA	NA		FALSE	FALSE
Apothecia / Vegetative (edge + center)	apothecium	XANPAGTX0501_001967-T1	-1.62903093928588	NA	NA	NA		FALSE	FALSE
Apothecia / Vegetative (edge + center)	apothecium	XANPAGTX0501_008009-T1	-1.63194457196987	NA	NA	NA		FALSE	FALSE
Apothecia / Vegetative (edge + center)	apothecium	XANPAGTX0501_009605-T1	-1.63955072062627	NA	NA	NA		FALSE	FALSE
Apothecia / Vegetative (edge + center)	apothecium	XANPAGTX0501_009619-T1	-1.6400660577122	NA	NA	NA		FALSE	FALSE
Apothecia / Vegetative (edge + center)	apothecium	XANPAGTX0501_001611-T1	-1.64692115060267	NA	NA	NA		FALSE	FALSE
Apothecia / Vegetative (edge + center)	apothecium	XANPAGTX0501_005766-T1	-1.65035020449593	NA	NA	NA		FALSE	FALSE
Apothecia / Vegetative (edge + center)	apothecium	XANPAGTX0501_002182-T1	-1.67054818053862	NA	NA	NA		FALSE	FALSE
Apothecia / Vegetative (edge + center)	apothecium	XANPAGTX0501_008782-T1	-1.68148436354555	NA	NA	NA		FALSE	FALSE
Apothecia / Vegetative (edge + center)	apothecium	XANPAGTX0501_009786-T1	-1.6917796859357	NA	NA	NA		FALSE	FALSE
Apothecia / Vegetative (edge + center)	apothecium	XANPAGTX0501_001962-T1	-1.6929670513774	NA	NA	NA		FALSE	FALSE
Apothecia / Vegetative (edge + center)	apothecium	XANPAGTX0501_007872-T1	-1.69455561554018	NA	NA	NA		FALSE	TRUE
Apothecia / Vegetative (edge + center)	apothecium	XANPAGTX0501_006253-T1	-1.6959761720465	IPR014849 EKC/KEOPS complex, subunit Gon7	NA	NA		FALSE	FALSE
Apothecia / Vegetative (edge + center)	apothecium	XANPAGTX0501_008331-T1	-1.70706428827767	NA	NA	NA		FALSE	FALSE
Apothecia / Vegetative (edge + center)	apothecium	XANPAGTX0501_003209-T1	-1.70922881290963	NA	NA	NA		FALSE	FALSE
Apothecia / Vegetative (edge + center)	apothecium	XANPAGTX0501_000193-T1	-1.72982518269203	IPR006047 Glycosyl hydrolase, family 13, catalytic domain, IPR017853 Glycoside hydrolase superfamily	GH13	NA		FALSE	FALSE
Apothecia / Vegetative (edge + center)	apothecium	XANPAGTX0501_001960-T1	-1.73326868126667	NA	NA	NA		FALSE	FALSE
Apothecia / Vegetative (edge + center)	apothecium	XANPAGTX0501_006951-T1	-1.74266045564264	NA	NA	NA		FALSE	FALSE
Apothecia / Vegetative (edge + center)	apothecium	XANPAGTX0501_008007-T1	-1.74520871686158	NA	NA	NA		FALSE	FALSE
Apothecia / Vegetative (edge + center)	apothecium	XANPAGTX0501_010596-T1	-1.74869763710985	NA	NA	NA		FALSE	FALSE
Apothecia / Vegetative (edge + center)	apothecium	XANPAGTX0501_005814-T1	-1.76028598198365	NA	NA	NA		FALSE	FALSE
Apothecia / Vegetative (edge + center)	apothecium	XANPAGTX0501_008284-T1	-1.77105940567082	IPR029044 Nucleotide-diphospho-sugar transferases	GT2_Glyco_tranf_2	NA		FALSE	FALSE
Apothecia / Vegetative (edge + center)	apothecium	XANPAGTX0501_009926-T1	-1.77514354824817	NA	NA	NA		FALSE	FALSE
Apothecia / Vegetative (edge + center)	apothecium	XANPAGTX0501_009602-T1	-1.77713065147732	NA	NA	NA		FALSE	FALSE
Apothecia / Vegetative (edge + center)	apothecium	XANPAGTX0501_001063-T1	-1.78378687310805	NA	NA	NA		TRUE	FALSE
Apothecia / Vegetative (edge + center)	apothecium	XANPAGTX0501_007397-T1	-1.84942506127138	NA	NA	NA		FALSE	FALSE
Apothecia / Vegetative (edge + center)	apothecium	XANPAGTX0501_007900-T1	-1.86760345510073	NA	NA	NA		FALSE	TRUE
Apothecia / Vegetative (edge + center)	apothecium	XANPAGTX0501_000378-T1	-1.88056100318001	NA	NA	NA		FALSE	FALSE
Apothecia / Vegetative (edge + center)	apothecium	XANPAGTX0501_004966-T1	-1.88907681976752	NA	NA	NA		FALSE	FALSE
Apothecia / Vegetative (edge + center)	apothecium	XANPAGTX0501_001856-T1	-1.89463596761204	IPR037176 Osmotin/thaumatin-like superfamily	NA	NA		TRUE	TRUE
Apothecia / Vegetative (edge + center)	apothecium	XANPAGTX0501_006327-T1	-1.92225337625933	IPR018466 Yeast cell wall synthesis Kre9/Knh1-like, N-terminal	NA	NA		TRUE	FALSE
Apothecia / Vegetative (edge + center)	apothecium	XANPAGTX0501_002506-T1	-1.93104268512975	NA	NA	NA		FALSE	FALSE
Apothecia / Vegetative (edge + center)	apothecium	XANPAGTX0501_003211-T1	-2.0743558293363	NA	NA	NA		FALSE	FALSE
Apothecia / Vegetative (edge + center)	apothecium	XANPAGTX0501_008109-T1	-2.15914024591397	IPR004143 Biotinyl protein ligase (BPL) and lipoyl protein ligase (LPL), catalytic domain	NA	NA	K03800	FALSE	FALSE
Apothecia / Vegetative (edge + center)	apothecium	XANPAGTX0501_004085-T1	-2.29843495389623	IPR000420 Yeast PIR protein repeat	NA	NA	K26550	TRUE	FALSE
Apothecia / Vegetative (edge + center)	apothecium	XANPAGTX0501_008519-T2	-2.95592251212698	NA	NA	NA		FALSE	FALSE
Apothecia / Vegetative (edge + center)	apothecium	XANPAGTX0501_001156-T3	-3.10539915824714	IPR003822 Paired amphipathic helix, IPR013194 Histone deacetylase interacting domain, IPR031693 Sin3, C-terminal, IPR036600 Paired amphipathic helix superfamily	NA	NA	K11644	FALSE	FALSE
Apothecia / Vegetative (edge + center)	thallus	XANPAGTX0501_009376-T1	2.49615446699711	IPR043141 Ribosomal protein L10-like domain superfamily	NA	NA	K02864	FALSE	FALSE
Apothecia / Vegetative (edge + center)	thallus	XANPAGTX0501_004633-T1	1.03188232686293	NA	NA	NA		FALSE	FALSE
Center / Apothecia	apothecium	XANPAGTX0501_001605-T1	-1.00221657092612	NA	NA	NA		FALSE	FALSE
Center / Apothecia	apothecium	XANPAGTX0501_004628-T1	-1.00289021763789	IPR002156 Ribonuclease H domain, IPR012337 Ribonuclease H-like superfamily, IPR036397 Ribonuclease H superfamily	NA	NA	K03469	FALSE	FALSE
Center / Apothecia	apothecium	XANPAGTX0501_009621-T1	-1.00473736925578	NA	NA	NA		FALSE	FALSE
Center / Apothecia	apothecium	XANPAGTX0501_008874-T1	-1.00559743769314	NA	NA	NA		FALSE	TRUE
Center / Apothecia	apothecium	XANPAGTX0501_007403-T1	-1.00561035592529	NA	NA	NA		FALSE	TRUE
Center / Apothecia	apothecium	XANPAGTX0501_004416-T1	-1.00635532605322	IPR000246 Peptidase T2, asparaginase 2, IPR029055 Nucleophile aminohydrolases, N-terminal, IPR037464 Threonine aspartase 1	NA	T02	K08657	FALSE	FALSE
Center / Apothecia	apothecium	XANPAGTX0501_009141-T1	-1.00802617257616	NA	NA	NA		FALSE	FALSE
Center / Apothecia	apothecium	XANPAGTX0501_002166-T1	-1.01024641955816	NA	NA	NA		FALSE	FALSE
Center / Apothecia	apothecium	XANPAGTX0501_003282-T1	-1.01041477302604	NA	NA	NA		FALSE	FALSE
Center / Apothecia	apothecium	XANPAGTX0501_006245-T1	-1.01100657765189	NA	NA	NA		TRUE	TRUE
Center / Apothecia	apothecium	XANPAGTX0501_001082-T1	-1.01158415073202	IPR004853 Sugar phosphate transporter domain	NA	NA	K26222	FALSE	FALSE
Center / Apothecia	apothecium	XANPAGTX0501_002170-T1	-1.01462245019864	NA	NA	NA		FALSE	FALSE
Center / Apothecia	apothecium	XANPAGTX0501_002104-T1	-1.01731853030569	NA	NA	NA		FALSE	FALSE
Center / Apothecia	apothecium	XANPAGTX0501_002183-T1	-1.01736794904805	NA	NA	NA		FALSE	FALSE
Center / Apothecia	apothecium	XANPAGTX0501_004494-T1	-1.01838675880247	NA	NA	NA		FALSE	FALSE
Center / Apothecia	apothecium	XANPAGTX0501_007464-T1	-1.02145117518069	NA	NA	NA		FALSE	FALSE
Center / Apothecia	apothecium	XANPAGTX0501_005615-T1	-1.02221998242419	NA	NA	NA		FALSE	FALSE
Center / Apothecia	apothecium	XANPAGTX0501_001888-T1	-1.02347848197561	NA	NA	NA		FALSE	FALSE
Center / Apothecia	apothecium	XANPAGTX0501_005658-T1	-1.03183121143906	IPR001153 Barwin domain, IPR009009 RlpA-like protein, double-psi beta-barrel domain, IPR036908 RlpA-like domain superfamily	NA	NA		FALSE	FALSE
Center / Apothecia	apothecium	XANPAGTX0501_002163-T1	-1.03518427231652	NA	NA	NA		FALSE	FALSE
Center / Apothecia	apothecium	XANPAGTX0501_008533-T1	-1.03740052844009	NA	NA	NA		FALSE	FALSE
Center / Apothecia	apothecium	XANPAGTX0501_009317-T1	-1.03904759617538	IPR008979 Galactose-binding-like domain superfamily	NA	NA		TRUE	FALSE
Center / Apothecia	apothecium	XANPAGTX0501_005061-T1	-1.04558232525679	NA	NA	NA		TRUE	FALSE
Center / Apothecia	apothecium	XANPAGTX0501_001947-T1	-1.04648819102837	NA	NA	NA		FALSE	FALSE
Center / Apothecia	apothecium	XANPAGTX0501_004580-T1	-1.05084189231513	IPR007292 Nuclear fusion protein Kar5	NA	NA		FALSE	FALSE
Center / Apothecia	apothecium	XANPAGTX0501_006974-T1	-1.0523962088423	NA	NA	NA		FALSE	FALSE
Center / Apothecia	apothecium	XANPAGTX0501_002057-T1	-1.05272341961752	NA	NA	NA		FALSE	FALSE
Center / Apothecia	apothecium	XANPAGTX0501_006203-T1	-1.05546217666003	IPR001841 Zinc finger, RING-type, IPR002867 IBR domain, IPR013083 Zinc finger, RING/FYVE/PHD-type, IPR017907 Zinc finger, RING-type, conserved site	NA	NA		FALSE	FALSE
Center / Apothecia	apothecium	XANPAGTX0501_002184-T1	-1.05594070717322	NA	NA	NA		FALSE	FALSE
Center / Apothecia	apothecium	XANPAGTX0501_001330-T1	-1.06226737661197	NA	NA	NA		FALSE	TRUE
Center / Apothecia	apothecium	XANPAGTX0501_004493-T1	-1.06921530883743	NA	NA	NA		FALSE	FALSE
Center / Apothecia	apothecium	XANPAGTX0501_005597-T1	-1.07041664255405	IPR006421 Glycogen debranching enzyme, metazoa, IPR008928 Six-hairpin glycosidase superfamily, IPR012341 Six-hairpin glycosidase-like superfamily, IPR017853 Glycoside hydrolase superfamily, IPR029436 Eukaryotic glycogen debranching enzyme, N-terminal domain, IPR032788 Glycogen debranching enzyme, central domain, IPR032790 Glycogen debranching enzyme, C-terminal, IPR032792 Glycogen debranching enzyme, glucanotransferase domain	GH133	NA	K01196	FALSE	FALSE
Center / Apothecia	apothecium	XANPAGTX0501_008628-T1	-1.07191127785438	IPR023346 Lysozyme-like domain superfamily	NA	NA		FALSE	TRUE
Center / Apothecia	apothecium	XANPAGTX0501_003775-T1	-1.07409072450118	IPR003100 PAZ domain, IPR003165 Piwi domain, IPR012337 Ribonuclease H-like superfamily, IPR014811 Argonaute, linker 1 domain, IPR032472 Argonaute linker 2 domain, IPR032473 Protein argonaute, Mid domain, IPR032474 Protein argonaute, N-terminal, IPR036085 PAZ domain superfamily, IPR036397 Ribonuclease H superfamily	NA	NA	K11593	FALSE	FALSE
Center / Apothecia	apothecium	XANPAGTX0501_000647-T1	-1.08221530899394	IPR000571 Zinc finger, CCCH-type	NA	NA		FALSE	FALSE
Center / Apothecia	apothecium	XANPAGTX0501_006255-T1	-1.0846237637991	NA	NA	NA		FALSE	FALSE
Center / Apothecia	apothecium	XANPAGTX0501_010303-T1	-1.08655579167174	NA	NA	NA		FALSE	FALSE
Center / Apothecia	apothecium	XANPAGTX0501_004891-T1	-1.08883757973265	NA	NA	NA		FALSE	FALSE
Center / Apothecia	apothecium	XANPAGTX0501_000681-T1	-1.08908710784034	NA	NA	NA		FALSE	FALSE
Center / Apothecia	apothecium	XANPAGTX0501_001010-T1	-1.08978966740961	NA	NA	NA		FALSE	FALSE
Center / Apothecia	apothecium	XANPAGTX0501_004217-T1	-1.09028835859427	IPR000504 RNA recognition motif domain, IPR012677 Nucleotide-binding alpha-beta plait domain superfamily, IPR035979 RNA-binding domain superfamily	NA	NA	K24990	FALSE	FALSE
Center / Apothecia	apothecium	XANPAGTX0501_001436-T1	-1.09134891619624	IPR002048 EF-hand domain, IPR011992 EF-hand domain pair, IPR018247 EF-Hand 1, calcium-binding site	NA	NA		FALSE	FALSE
Center / Apothecia	apothecium	XANPAGTX0501_006910-T1	-1.09275149592154	NA	NA	NA		FALSE	FALSE
Center / Apothecia	apothecium	XANPAGTX0501_007871-T1	-1.09326149977615	NA	NA	NA		FALSE	TRUE
Center / Apothecia	apothecium	XANPAGTX0501_000005-T1	-1.10047562481151	NA	NA	NA		FALSE	FALSE
Center / Apothecia	apothecium	XANPAGTX0501_009139-T1	-1.10632613798837	IPR001876 Zinc finger, RanBP2-type	NA	NA		FALSE	FALSE
Center / Apothecia	apothecium	XANPAGTX0501_001333-T1	-1.10965300391039	NA	NA	NA		FALSE	TRUE
Center / Apothecia	apothecium	XANPAGTX0501_003212-T1	-1.11080089728446	IPR001810 F-box domain, IPR032675 Leucine-rich repeat domain superfamily, IPR036047 F-box-like domain superfamily	NA	NA		FALSE	TRUE
Center / Apothecia	apothecium	XANPAGTX0501_008009-T1	-1.11099483008631	NA	NA	NA		FALSE	FALSE
Center / Apothecia	apothecium	XANPAGTX0501_006016-T1	-1.11102034960336	IPR008928 Six-hairpin glycosidase superfamily, IPR031335 Glycosyl hydrolase family 63, C-terminal	GH63	NA		FALSE	FALSE
Center / Apothecia	apothecium	XANPAGTX0501_008008-T1	-1.11112043795447	NA	NA	NA		FALSE	FALSE
Center / Apothecia	apothecium	XANPAGTX0501_006330-T1	-1.11309996093105	NA	NA	NA		FALSE	FALSE
Center / Apothecia	apothecium	XANPAGTX0501_004104-T1	-1.11344531719452	IPR001214 SET domain, IPR011990 Tetratricopeptide-like helical domain superfamily	NA	NA		FALSE	FALSE
Center / Apothecia	apothecium	XANPAGTX0501_001362-T1	-1.1139815432832	NA	NA	NA		FALSE	FALSE
Center / Apothecia	apothecium	XANPAGTX0501_001951-T1	-1.11881043169232	NA	NA	NA		FALSE	FALSE
Center / Apothecia	apothecium	XANPAGTX0501_005630-T1	-1.12014251649962	IPR036928 Amidase signature (AS) superfamily	NA	NA		FALSE	FALSE
Center / Apothecia	apothecium	XANPAGTX0501_008534-T1	-1.12250802663247	NA	NA	NA		FALSE	FALSE
Center / Apothecia	apothecium	XANPAGTX0501_000025-T1	-1.12377913377957	NA	NA	NA		FALSE	TRUE
Center / Apothecia	apothecium	XANPAGTX0501_004950-T1	-1.12421213554427	NA	NA	NA		FALSE	FALSE
Center / Apothecia	apothecium	XANPAGTX0501_002522-T1	-1.13290636568227	NA	NA	NA		FALSE	FALSE
Center / Apothecia	apothecium	XANPAGTX0501_003572-T1	-1.13507529101603	IPR001087 GDSL lipase/esterase, IPR036514 SGNH hydrolase superfamily	CE16	NA		TRUE	FALSE
Center / Apothecia	apothecium	XANPAGTX0501_007067-T1	-1.13573611725822	NA	NA	NA		FALSE	TRUE
Center / Apothecia	apothecium	XANPAGTX0501_007234-T1	-1.14286848203521	NA	NA	NA		FALSE	FALSE
Center / Apothecia	apothecium	XANPAGTX0501_007262-T1	-1.14308427474089	NA	NA	NA		FALSE	TRUE
Center / Apothecia	apothecium	XANPAGTX0501_010203-T1	-1.14308427474089	NA	NA	NA		FALSE	TRUE
Center / Apothecia	apothecium	XANPAGTX0501_005279-T1	-1.14805185130848	NA	NA	NA		FALSE	FALSE
Center / Apothecia	apothecium	XANPAGTX0501_010380-T1	-1.14897548386974	IPR000210 BTB/POZ domain, IPR011333 SKP1/BTB/POZ domain superfamily	NA	NA		FALSE	TRUE
Center / Apothecia	apothecium	XANPAGTX0501_010007-T1	-1.1490753521517	NA	NA	NA		FALSE	FALSE
Center / Apothecia	apothecium	XANPAGTX0501_009615-T1	-1.15697800529675	IPR035940 CAP superfamily	NA	NA		TRUE	FALSE
Center / Apothecia	apothecium	XANPAGTX0501_002172-T1	-1.161670294029	NA	NA	NA		FALSE	FALSE
Center / Apothecia	apothecium	XANPAGTX0501_003209-T1	-1.17020846496137	NA	NA	NA		FALSE	FALSE
Center / Apothecia	apothecium	XANPAGTX0501_008041-T1	-1.18132790690954	NA	NA	NA		TRUE	FALSE
Center / Apothecia	apothecium	XANPAGTX0501_001910-T1	-1.19052214343705	NA	NA	NA		FALSE	FALSE
Center / Apothecia	apothecium	XANPAGTX0501_009318-T1	-1.19287579240514	IPR011333 SKP1/BTB/POZ domain superfamily	NA	NA		FALSE	FALSE
Center / Apothecia	apothecium	XANPAGTX0501_004521-T1	-1.19872438428573	IPR008271 Serine/threonine-protein kinase, active site, IPR011009 Protein kinase-like domain superfamily	NA	NA		FALSE	FALSE
Center / Apothecia	apothecium	XANPAGTX0501_001612-T1	-1.20704261861178	NA	NA	NA		FALSE	FALSE
Center / Apothecia	apothecium	XANPAGTX0501_010304-T1	-1.20796378588536	NA	NA	NA		FALSE	FALSE
Center / Apothecia	apothecium	XANPAGTX0501_001538-T1	-1.2118412657738	NA	NA	NA		FALSE	FALSE
Center / Apothecia	apothecium	XANPAGTX0501_009602-T1	-1.21206752012999	NA	NA	NA		FALSE	FALSE
Center / Apothecia	apothecium	XANPAGTX0501_008007-T1	-1.2139914731471	NA	NA	NA		FALSE	FALSE
Center / Apothecia	apothecium	XANPAGTX0501_008782-T1	-1.21623984231605	NA	NA	NA		FALSE	FALSE
Center / Apothecia	apothecium	XANPAGTX0501_006951-T1	-1.22217678840558	NA	NA	NA		FALSE	FALSE
Center / Apothecia	apothecium	XANPAGTX0501_005402-T1	-1.22528399736565	NA	NA	NA		FALSE	TRUE
Center / Apothecia	apothecium	XANPAGTX0501_001414-T1	-1.22868546500286	NA	NA	NA		FALSE	FALSE
Center / Apothecia	apothecium	XANPAGTX0501_000194-T1	-1.23332858026676	IPR006047 Glycosyl hydrolase, family 13, catalytic domain, IPR013780 Glycosyl hydrolase, all-beta, IPR017853 Glycoside hydrolase superfamily	GH13	NA	K01176	FALSE	FALSE
Center / Apothecia	apothecium	XANPAGTX0501_005766-T1	-1.25457599914175	NA	NA	NA		FALSE	FALSE
Center / Apothecia	apothecium	XANPAGTX0501_009582-T1	-1.26464485368408	NA	NA	NA		FALSE	FALSE
Center / Apothecia	apothecium	XANPAGTX0501_005735-T1	-1.28128589516772	IPR018824 Conidiation-specific protein 6	NA	NA		FALSE	FALSE
Center / Apothecia	apothecium	XANPAGTX0501_008331-T1	-1.28865144355108	NA	NA	NA		FALSE	FALSE
Center / Apothecia	apothecium	XANPAGTX0501_001611-T1	-1.29825700199276	NA	NA	NA		FALSE	FALSE
Center / Apothecia	apothecium	XANPAGTX0501_007900-T1	-1.30874062144797	NA	NA	NA		FALSE	TRUE
Center / Apothecia	apothecium	XANPAGTX0501_008090-T1	-1.31274930455525	NA	NA	NA		FALSE	FALSE
Center / Apothecia	apothecium	XANPAGTX0501_002182-T1	-1.31462480829826	NA	NA	NA		FALSE	FALSE
