target_id	pval	qval	b	se_b	mean_obs	var_obs	tech_var	sigma_sq	smooth_sigma_sq	final_sigma_sq	change	GeneID	Feature	Contig	Start	Stop	Strand	Name	Product	Alias.Synonyms	EC_number	BUSCO	PFAM	InterPro	EggNog	COG	GO.Terms	Secreted	Membrane	Protease	CAZyme	antiSMASH	Notes	ProtID	CAZyme_new	COG_new	EggNog_new	GO.Terms_new	InterPro_new	PFAM_new	Protease_new	Secreted_new	KO
XANPAGTX0501_002961-T1	4.29755216695799e-12	4.90990913724984e-11	-1.31398711224737	0.189689715023486	6.22677321055784	0.677843061798313	0.00272900222129138	0.250387078781502	0.0790039745192492	0.250387078781502	lichen	XANPAGTX0501_002961	mRNA	Xp_GTX0501_4	1357558	1359057	-	NA	hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	XANPAGTX0501_002961_T1_XANPAGTX0501_002961	NA	NA	NA	NA	NA	NA	NA	NA	
XANPAGTX0501_004624-T1	1.20181965866485e-13	1.59643628103746e-12	-1.31407760397197	0.177181038097471	8.37440456093956	0.646774009911835	0.000304297748306803	0.220530065469096	0.051499575990784	0.220530065469096	lichen	XANPAGTX0501_004624	mRNA	Xp_GTX0501_7	362891	364648	-	NA	hypothetical protein	NA	NA	NA	PF07690	IPR004737 Nitrate transporter NarK/NarU-like;IPR011701 Major facilitator superfamily;IPR020846 Major facilitator superfamily domain;IPR036259 MFS transporter superfamily	ENOG503NWEV	P:(P) Inorganic ion transport and metabolism	GO_component: GO:0016021 - integral component of membrane [Evidence IEA];GO_function: GO:0015112 - nitrate transmembrane transporter activity [Evidence IEA];GO_function: GO:0022857 - transmembrane transporter activity [Evidence IEA];GO_function: GO:0015113 - nitrite transmembrane transporter activity [Evidence IEA];GO_process: GO:0015707 - nitrite transport [Evidence IEA];GO_process: GO:0055085 - transmembrane transport [Evidence IEA];GO_process: GO:0015706 - nitrate transport [Evidence IEA]	NA	NA	NA	NA	Cluster_1	SMCOG1106:major facilitator transporter	XANPAGTX0501_004624_T1_XANPAGTX0501_004624	NA	P:(P) Inorganic ion transport and metabolism	ENOG503NWEV	GO_component: GO:0016021 - integral component of membrane [Evidence IEA], GO_function: GO:0015112 - nitrate transmembrane transporter activity [Evidence IEA], GO_function: GO:0015113 - nitrite transmembrane transporter activity [Evidence IEA], GO_function: GO:0022857 - transmembrane transporter activity [Evidence IEA], GO_process: GO:0015706 - nitrate transport [Evidence IEA], GO_process: GO:0015707 - nitrite transport [Evidence IEA], GO_process: GO:0055085 - transmembrane transport [Evidence IEA]	IPR004737 Nitrate transporter NarK/NarU-like, IPR011701 Major facilitator superfamily, IPR020846 Major facilitator superfamily domain, IPR036259 MFS transporter superfamily	PF07690	NA	NA	K02575
XANPAGTX0501_006931-T1	2.36735394777427e-09	1.88348502793655e-08	-1.31452881926485	0.220175925707112	4.91714566969983	0.762959208551449	0.0100321113633688	0.33098159226562	0.216531878097917	0.33098159226562	lichen	XANPAGTX0501_006931	mRNA	Xp_GTX0501_11	261341	263340	+	NA	hypothetical protein	NA	NA	NA	PF12874	IPR013087 Zinc finger C2H2-type	NA	NA	GO_function: GO:0003676 - nucleic acid binding [Evidence IEA]	NA	NA	NA	NA	NA	NA	XANPAGTX0501_006931_T1_XANPAGTX0501_006931	NA	NA	NA	GO_function: GO:0003676 - nucleic acid binding [Evidence IEA]	IPR013087 Zinc finger C2H2-type	PF12874	NA	NA	
XANPAGTX0501_009017-T1	1.14954607470543e-10	1.08842590440302e-09	-1.31460799535508	0.203946426717501	6.18518585011197	0.716320398418075	0.00289684128808564	0.289696454368837	0.0814719364730191	0.289696454368837	lichen	XANPAGTX0501_009017	mRNA	Xp_GTX0501_18	320857	322609	+	NA	hypothetical protein	NA	NA	NA	PF01793	IPR002685 Glycosyl transferase, family 15;IPR029044 Nucleotide-diphospho-sugar transferases	ENOG503P1IP	G:(G) Carbohydrate transport and metabolism	GO_component: GO:0016020 - membrane [Evidence IEA];GO_function: GO:0000030 - mannosyltransferase activity [Evidence IEA];GO_process: GO:0006486 - protein glycosylation [Evidence IEA]	NA	NA	NA	GT15	NA	NA	XANPAGTX0501_009017_T1_XANPAGTX0501_009017	GT15	G:(G) Carbohydrate transport and metabolism	ENOG503P1IP	GO_component: GO:0016020 - membrane [Evidence IEA], GO_function: GO:0000030 - mannosyltransferase activity [Evidence IEA], GO_process: GO:0006486 - protein glycosylation [Evidence IEA]	IPR002685 Glycosyl transferase, family 15, IPR029044 Nucleotide-diphospho-sugar transferases	PF01793	NA	NA	
XANPAGTX0501_000773-T1	0.00256357122150978	0.0064656957562721	-1.31481477663917	0.435984838281624	1.88827815275523	1.33663320883841	0.172976178184027	0.76276281877073	1.16415785488965	1.16415785488965	lichen	XANPAGTX0501_000773	tRNA	Xp_GTX0501_1	2173865	2173986	-	NA	tRNA-Glu	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	XANPAGTX0501_000773_T1_XANPAGTX0501_000773	NA	NA	NA	NA	NA	NA	NA	NA	NA
XANPAGTX0501_000914-T1	2.31821282232263e-09	1.8480799276305e-08	-1.31606677410286	0.220307280301739	7.37330586319886	0.764368100768281	0.000976335926427455	0.340444379308249	0.0415589021536429	0.340444379308249	lichen	XANPAGTX0501_000914	mRNA	Xp_GTX0501_1	2529060	2529278	+	NA	hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Cluster_2	NA	XANPAGTX0501_000914_T1_XANPAGTX0501_000914	NA	NA	NA	NA	NA	NA	NA	NA	
XANPAGTX0501_009436-T1	5.30518358942291e-15	8.20530135940688e-14	-1.31699995736331	0.168426019833683	6.78143889032553	0.628180978505685	0.00171422370557419	0.197835228985161	0.0530696530719613	0.197835228985161	lichen	XANPAGTX0501_009436	mRNA	Xp_GTX0501_21	188194	193521	+	NA	hypothetical protein	NA	2.3.2.27	NA	PF00097;PF00176;PF00271;PF13445;PF13639;PF13920;PF13923	IPR000330 SNF2, N-terminal;IPR001650 Helicase, C-terminal;IPR001841 Zinc finger, RING-type;IPR013083 Zinc finger, RING/FYVE/PHD-type;IPR014001 Helicase superfamily 1/2, ATP-binding domain;IPR027417 P-loop containing nucleoside triphosphate hydrolase;IPR038718 SNF2-like, N-terminal domain superfamily	ENOG503NTZ9	K:(K) Transcription;L:(L) Replication, recombination and repair	GO_function: GO:0005524 - ATP binding [Evidence IEA]	NA	NA	NA	NA	NA	NA	XANPAGTX0501_009436_T1_XANPAGTX0501_009436	NA	K:(K) Transcription, L:(L) Replication, recombination and repair	ENOG503NTZ9	GO_function: GO:0005524 - ATP binding [Evidence IEA]	IPR000330 SNF2, N-terminal, IPR001650 Helicase, C-terminal, IPR001841 Zinc finger, RING-type, IPR013083 Zinc finger, RING/FYVE/PHD-type, IPR014001 Helicase superfamily 1/2, ATP-binding domain, IPR027417 P-loop containing nucleoside triphosphate hydrolase, IPR038718 SNF2-like, N-terminal domain superfamily	PF00097, PF00176, PF00271, PF13445, PF13639, PF13920, PF13923	NA	NA	K15711
XANPAGTX0501_007280-T1	1.99219995796968e-07	1.17865639495223e-06	-1.31794823608478	0.253448468102391	5.70820830877316	0.872115816168259	0.00445099765581521	0.44741692305534	0.115095056838302	0.44741692305534	lichen	XANPAGTX0501_007280	mRNA	Xp_GTX0501_12	61315	62911	+	NA	hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	SignalP(1-24,cutsite=ASA-ST,prob=0.5068)	NA	NA	NA	NA	NA	XANPAGTX0501_007280_T1_XANPAGTX0501_007280	NA	NA	NA	NA	NA	NA	NA	SignalP(1-20,cutsite=AAS-RV,prob=0.3627), SignalP(1-23,cutsite=ARA-DD,prob=0.8611), SignalP(1-24,cutsite=ASA-ST,prob=0.5068)	
XANPAGTX0501_006301-T1	2.74553499707539e-15	4.3806273193279e-14	-1.31811222399442	0.166808282112889	8.36658908778096	0.625238624101874	0.000285578572819115	0.195448925158783	0.0513382934009625	0.195448925158783	lichen	XANPAGTX0501_006301	mRNA	Xp_GTX0501_10	21686	22904	+	NA	hypothetical protein	NA	2.2.1.2	NA	PF00923	IPR001585 Transaldolase/Fructose-6-phosphate aldolase;IPR013785 Aldolase-type TIM barrel;IPR018225 Transaldolase, active site	ENOG503NYZA	H:(H) Coenzyme transport and metabolism	GO_function: GO:0003824 - catalytic activity [Evidence IEA];GO_process: GO:0005975 - carbohydrate metabolic process [Evidence IEA]	NA	NA	NA	NA	Cluster_1	NA	XANPAGTX0501_006301_T1_XANPAGTX0501_006301	NA	H:(H) Coenzyme transport and metabolism	ENOG503NYZA	GO_function: GO:0003824 - catalytic activity [Evidence IEA], GO_process: GO:0005975 - carbohydrate metabolic process [Evidence IEA]	IPR001585 Transaldolase/Fructose-6-phosphate aldolase, IPR013785 Aldolase-type TIM barrel, IPR018225 Transaldolase, active site	PF00923	NA	NA	
XANPAGTX0501_000230-T1	3.87872804208333e-21	1.07953069943197e-19	-1.31926023047363	0.139813752006804	7.00619742966678	0.569853513944477	0.00124676524885183	0.136262496511318	0.0464655205320614	0.136262496511318	lichen	XANPAGTX0501_000230	mRNA	Xp_GTX0501_1	558457	559945	+	BTS1_1	geranylgeranyl pyrophosphate synthetase	NA	NA	NA	PF00348	IPR000092 Polyprenyl synthetase;IPR008949 Isoprenoid synthase domain superfamily	ENOG503NVHG	H:(H) Coenzyme transport and metabolism	GO_process: GO:0008299 - isoprenoid biosynthetic process [Evidence IEA]	NA	NA	NA	NA	NA	NA	XANPAGTX0501_000230_T1_XANPAGTX0501_000230	NA	H:(H) Coenzyme transport and metabolism	ENOG503NVHG	GO_process: GO:0008299 - isoprenoid biosynthetic process [Evidence IEA]	IPR000092 Polyprenyl synthetase, IPR008949 Isoprenoid synthase domain superfamily, IPR033749 Polyprenyl synthetase, conserved site	PF00348	NA	NA	K00804
XANPAGTX0501_001184-T1	0.000221407575296911	0.000714124636558872	-1.32427769484673	0.358567190130099	3.36471993038483	1.31271312292187	0.0456684615668596	0.858758010395557	0.641396309662724	0.858758010395557	lichen	XANPAGTX0501_001184	mRNA	Xp_GTX0501_2	833321	833650	+	NA	hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	SignalP(1-22,cutsite=SDT-AP,prob=0.2341)	NA	NA	NA	NA	NA	XANPAGTX0501_001184_T1_XANPAGTX0501_001184	NA	NA	NA	NA	NA	NA	NA	SignalP(1-22,cutsite=SDT-AP,prob=0.2341)	
XANPAGTX0501_000650-T1	0.000167579887139581	0.000555846668663395	-1.32491451567984	0.352047111482179	2.90251671180073	1.03049606480036	0.0676578728016523	0.543659516662748	0.804176003591485	0.804176003591485	lichen	XANPAGTX0501_000650	mRNA	Xp_GTX0501_1	1874190	1874614	-	NA	hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	XANPAGTX0501_000650_T1_XANPAGTX0501_000650	NA	NA	NA	NA	NA	NA	NA	NA	
XANPAGTX0501_009690-T1	5.46956063158082e-17	1.04723225540871e-15	-1.32563793872637	0.158263737102283	5.21572886354612	0.603324047943474	0.00714993123624242	0.160674684643197	0.16904564594453	0.16904564594453	lichen	XANPAGTX0501_009690	mRNA	Xp_GTX0501_24	7415	8697	+	NA	hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	SignalP(1-23,cutsite=ALA-VP,prob=0.8040)	NA	NA	NA	NA	NA	XANPAGTX0501_009690_T1_XANPAGTX0501_009690	NA	NA	NA	NA	NA	NA	NA	SignalP(1-18,cutsite=AGA-AT,prob=0.6303), SignalP(1-18,cutsite=TLA-TV,prob=0.7992), SignalP(1-18,cutsite=VFA-AT,prob=0.9785), SignalP(1-20,cutsite=ALA-VP,prob=0.7468), SignalP(1-20,cutsite=ILS-SP,prob=0.4558), SignalP(1-20,cutsite=ISA-VD,prob=0.6762), SignalP(1-21,cutsite=VTS-SP,prob=0.4123), SignalP(1-22,cutsite=ALS-RD,prob=0.5732), SignalP(1-22,cutsite=SSA-IP,prob=0.5919), SignalP(1-23,cutsite=ALA-VP,prob=0.8040), SignalP(1-24,cutsite=ALA-QN,prob=0.9235), SignalP(1-26,cutsite=CHA-VA,prob=0.6913), SignalP(1-27,cutsite=AAA-NP,prob=0.2896), SignalP(1-27,cutsite=SSA-RT,prob=0.3972), SignalP(1-28,cutsite=AFA-AL,prob=0.5644), SignalP(1-30,cutsite=ALA-RP,prob=0.4889), SignalP(1-30,cutsite=SLA-LS,prob=0.5134)	
XANPAGTX0501_001026-T1	0.00353637877699792	0.00856894748386688	-1.32593565566619	0.45458510039841	4.05825259985217	1.84343417392434	0.0291850778588337	1.4244739964468	0.421426178623099	1.4244739964468	lichen	XANPAGTX0501_001026	mRNA	Xp_GTX0501_2	449624	450903	-	NA	hypothetical protein	NA	NA	NA	PF00857	IPR000868 Isochorismatase-like;IPR036380 Isochorismatase-like superfamily	ENOG503NYM5	Q:(Q) Secondary metabolites biosynthesis, transport and catabolism	GO_function: GO:0003824 - catalytic activity [Evidence IEA]	NA	NA	NA	NA	NA	NA	XANPAGTX0501_001026_T1_XANPAGTX0501_001026	NA	G:(G) Carbohydrate transport and metabolism, Q:(Q) Secondary metabolites biosynthesis, transport and catabolism	ENOG503NYM5	GO_function: GO:0003824 - catalytic activity [Evidence IEA]	IPR000868 Isochorismatase-like, IPR036380 Isochorismatase-like superfamily	PF00857	NA	NA	
XANPAGTX0501_009316-T1	0.00012484683768876	0.000426329684050946	-1.32781485585862	0.346108857568319	5.2202197144364	1.25551913209813	0.00966392658898947	0.833006198328195	0.168424952980364	0.833006198328195	lichen	XANPAGTX0501_009316	mRNA	Xp_GTX0501_20	242613	244657	-	NA	hypothetical protein	NA	NA	NA	NA	IPR036047 F-box-like domain superfamily	NA	NA	GO_function: GO:0005515 - protein binding [Evidence IEA]	NA	NA	NA	NA	NA	NA	XANPAGTX0501_009316_T1_XANPAGTX0501_009316	NA	NA	ENOG503PEPR	GO_function: GO:0005515 - protein binding [Evidence IEA]	IPR001810 F-box domain, IPR036047 F-box-like domain superfamily	PF00646	NA	NA	
XANPAGTX0501_001966-T1	0.0124749813989971	0.0260141004332364	-1.3279141037138	0.531502468020742	1.55741038803487	2.35924428588749	0.1383566216878	1.84884869543208	1.26986272079524	1.84884869543208	lichen	XANPAGTX0501_001966	mRNA	Xp_GTX0501_3	759963	760205	+	NA	hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Cluster_1	NA	XANPAGTX0501_001966_T1_XANPAGTX0501_001966	NA	NA	NA	NA	NA	NA	NA	NA	
XANPAGTX0501_002315-T2	1.47440340775308e-22	4.59922748401628e-21	-1.32952095999695	0.136044113957549	5.84245640923664	0.569627795243582	0.024916781087691	0.105277432438822	0.104221109371864	0.105277432438822	lichen	XANPAGTX0501_002315	mRNA	Xp_GTX0501_3	1598579	1601026	+	NA	hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	SignalP(1-19,cutsite=TLA-TP,prob=0.6938)	NA	NA	NA	NA	NA	XANPAGTX0501_002315_T2_XANPAGTX0501_002315	NA	NA	NA	NA	NA	NA	NA	SignalP(1-18,cutsite=IHA-TP,prob=0.8225), SignalP(1-18,cutsite=TAA-AP,prob=0.6338), SignalP(1-19,cutsite=TLA-TP,prob=0.6938), SignalP(1-19,cutsite=VQA-FP,prob=0.8327), SignalP(1-19,cutsite=VQA-FP,prob=0.9332), SignalP(1-19,cutsite=VQA-LS,prob=0.8945), SignalP(1-19,cutsite=VRS-RS,prob=0.4596), SignalP(1-19,cutsite=VRS-TP,prob=0.7873), SignalP(1-20,cutsite=INA-SP,prob=0.8444), SignalP(1-21,cutsite=AHA-AL,prob=0.9082), SignalP(1-25,cutsite=VHS-IP,prob=0.7668), SignalP(1-27,cutsite=VVA-VN,prob=0.3721), SignalP(1-34,cutsite=VNA-AP,prob=0.4253)	
XANPAGTX0501_004388-T1	4.33363193587073e-09	3.29849092857056e-08	-1.32961446118564	0.226474336722409	6.44766347058838	0.792063035847446	0.001904423265743	0.358898595339308	0.0666729777851786	0.358898595339308	lichen	XANPAGTX0501_004388	mRNA	Xp_GTX0501_6	1418189	1418809	-	NA	hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Cluster_1	NA	XANPAGTX0501_004388_T1_XANPAGTX0501_004388	NA	NA	NA	NA	NA	NA	NA	SignalP(1-27,cutsite=VTS-RP,prob=0.7369)	
XANPAGTX0501_001455-T1	2.05946669839157e-21	5.87927446931578e-20	-1.33858027116229	0.140873899780641	7.49704091177438	0.584772643719471	0.000660624471297089	0.138941891061078	0.041228598583769	0.138941891061078	lichen	XANPAGTX0501_001455	mRNA	Xp_GTX0501_2	1628062	1629503	-	SUN4	Sperm-associated antigen 4 protein	NA	NA	NA	PF03856	IPR005556 SUN family	ENOG503NUJ1	O:(O) Posttranslational modification, protein turnover, chaperones	NA	SignalP(1-21,cutsite=TLA-SP,prob=0.6063)	NA	NA	GH132	NA	NA	XANPAGTX0501_001455_T1_XANPAGTX0501_001455	GH132	O:(O) Posttranslational modification, protein turnover, chaperones	ENOG503NUJ1	NA	IPR005556 SUN family	PF03856	NA	SignalP(1-21,cutsite=TLA-SP,prob=0.6063)	K01238
XANPAGTX0501_001497-T1	3.39358342460971e-08	2.25933716608459e-07	-1.3405238637638	0.242856701619414	4.16149691513492	0.792062654171736	0.0227188566483896	0.330494441443719	0.39217055764051	0.39217055764051	lichen	XANPAGTX0501_001497	mRNA	Xp_GTX0501_2	1723194	1724011	-	NA	hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	XANPAGTX0501_001497_T1_XANPAGTX0501_001497	NA	NA	NA	NA	NA	NA	NA	NA	
XANPAGTX0501_006690-T1	3.11384307636639e-20	8.04168078210437e-19	-1.34173982647011	0.145604465014244	9.16569576402208	0.596092921173981	0.000144693126810412	0.148990985747162	0.076162266691206	0.148990985747162	lichen	XANPAGTX0501_006690	mRNA	Xp_GTX0501_10	1056037	1056862	+	FPR1B	FK506-binding protein 1B	NA	5.2.1.8	NA	PF00254	IPR001179 FKBP-type peptidyl-prolyl cis-trans isomerase domain	ENOG503P4Y2	O:(O) Posttranslational modification, protein turnover, chaperones	GO_function: GO:0003755 - peptidyl-prolyl cis-trans isomerase activity [Evidence IEA]	NA	NA	NA	NA	NA	NA	XANPAGTX0501_006690_T1_XANPAGTX0501_006690	NA	O:(O) Posttranslational modification, protein turnover, chaperones	ENOG503P4Y2	GO_function: GO:0003755 - peptidyl-prolyl cis-trans isomerase activity [Evidence IEA]	IPR001179 FKBP-type peptidyl-prolyl cis-trans isomerase domain	PF00254	NA	NA	K09568
XANPAGTX0501_009881-T2	0.000525570415323266	0.00156431505284505	-1.34397114800351	0.387604918118051	3.97042492010068	1.47288826689826	0.12128698325697	0.935556630538115	0.447101971663174	0.935556630538115	lichen	XANPAGTX0501_009881	mRNA	Xp_GTX0501_25	211752	212963	-	NA	hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	SignalP(1-18,cutsite=CSA-IP,prob=0.8850)	NA	NA	NA	NA	NA	XANPAGTX0501_009881_T2_XANPAGTX0501_009881	NA	NA	NA	NA	IPR004212 GTF2I-like repeat	NA	NA	SignalP(1-18,cutsite=AIA-IP,prob=0.3884), SignalP(1-18,cutsite=CSA-IP,prob=0.8850), SignalP(1-18,cutsite=SIA-IP,prob=0.3581)	
XANPAGTX0501_002142-T1	0.00408965738401207	0.0097041977028748	-1.34442343874224	0.468250620480394	1.42681693442978	1.70153860015761	0.233825344676564	1.05982033765999	1.30854580326743	1.30854580326743	lichen	XANPAGTX0501_002142	mRNA	Xp_GTX0501_3	1215374	1216356	-	NA	hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	XANPAGTX0501_002142_T1_XANPAGTX0501_002142	NA	NA	NA	NA	NA	NA	NA	NA	
XANPAGTX0501_003583-T2	0.0194840186415886	0.0383770888639306	-1.34556798928795	0.575979517702314	6.36578879379059	2.70522795729337	0.316379452804534	2.01732711898059	0.0710117052890024	2.01732711898059	lichen	XANPAGTX0501_003583	mRNA	Xp_GTX0501_5	1014394	1015860	+	ARP1	Centractin	NA	NA	NA	PF00022	IPR004000 Actin family;IPR020902 Actin/actin-like conserved site;IPR043129 ATPase, nucleotide binding domain	ENOG503NU18	Z:(Z) Cytoskeleton	NA	NA	NA	NA	NA	NA	NA	XANPAGTX0501_003583_T2_XANPAGTX0501_003583	NA	Z:(Z) Cytoskeleton	ENOG503NU18	NA	IPR004000 Actin family, IPR020902 Actin/actin-like conserved site, IPR043129 ATPase, nucleotide binding domain	PF00022	NA	NA	K16575
XANPAGTX0501_005299-T1	3.87305445874119e-16	6.69941896640513e-15	-1.3468999933509	0.165416705259101	5.11158877144365	0.620687217816622	0.00828086116590795	0.162745376485451	0.184201484395138	0.184201484395138	lichen	XANPAGTX0501_005299	mRNA	Xp_GTX0501_8	470919	471511	+	NA	hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Cluster_3	NA	XANPAGTX0501_005299_T1_XANPAGTX0501_005299	NA	NA	NA	NA	NA	NA	NA	NA	
XANPAGTX0501_010026-T1	6.92195731015245e-08	4.38996778579343e-07	-1.34939555865752	0.250203827257462	4.08703324105714	0.623512520222202	0.0272032726882054	0.144999815665051	0.413169101641226	0.413169101641226	lichen	XANPAGTX0501_010026	mRNA	Xp_GTX0501_27	173634	174749	+	NA	hypothetical protein	NA	NA	NA	PF01476	IPR018392 LysM domain;IPR036779 LysM domain superfamily	ENOG503P0BZ	S:(S) Function unknown	NA	SignalP(1-27,cutsite=TYA-QD,prob=0.9903)	NA	NA	NA	NA	NA	XANPAGTX0501_010026_T1_XANPAGTX0501_010026	NA	S:(S) Function unknown	ENOG503P0BZ	NA	IPR018392 LysM domain, IPR036779 LysM domain superfamily	PF01476	NA	SignalP(1-27,cutsite=ALA-QG,prob=0.6344), SignalP(1-27,cutsite=TYA-QD,prob=0.9903)	
XANPAGTX0501_010188-T1	4.47332045434593e-06	2.08460862968995e-05	-1.35293005341048	0.294879075876123	5.99496418115512	1.04968772881727	0.0041266961866704	0.607547391932969	0.0933137739316406	0.607547391932969	lichen	XANPAGTX0501_010188	mRNA	Xp_GTX0501_30	65037	66047	+	NA	hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	XANPAGTX0501_010188_T1_XANPAGTX0501_010188	NA	NA	ENOG503P2FB, ENOG503P3BU, ENOG503Q0U0	NA	NA	NA	NA	NA	
XANPAGTX0501_000691-T1	1.41047604074535e-06	7.17843099563568e-06	-1.35596895572431	0.281116145060935	5.39733292189726	0.997982460450544	0.00645643380970559	0.549452619667529	0.146035255564758	0.549452619667529	lichen	XANPAGTX0501_000691	mRNA	Xp_GTX0501_1	1981317	1983194	+	NA	hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Cluster_1	NA	XANPAGTX0501_000691_T1_XANPAGTX0501_000691	NA	NA	NA	NA	NA	NA	NA	SignalP(1-24,cutsite=TTA-LF,prob=0.5363), SignalP(1-28,cutsite=FSG-KK,prob=0.3060)	
XANPAGTX0501_005102-T1	0.0123212803540933	0.0257437099402082	-1.35631286107927	0.541916736266415	1.45819451714256	2.45422446241099	0.180247855837838	1.88559506848324	1.2994299095102	1.88559506848324	lichen	XANPAGTX0501_005102	mRNA	Xp_GTX0501_7	1610899	1614493	+	NA	hypothetical protein	NA	NA	NA	PF00023;PF01048;PF05729;PF12796;PF13637	IPR000845 Nucleoside phosphorylase domain;IPR002110 Ankyrin repeat;IPR007111 NACHT nucleoside triphosphatase;IPR020683 Domain of unknown function DUF3447;IPR027417 P-loop containing nucleoside triphosphate hydrolase;IPR035994 Nucleoside phosphorylase superfamily;IPR036770 Ankyrin repeat-containing domain superfamily	ENOG503NYVZ	Z:(Z) Cytoskeleton	GO_function: GO:0003824 - catalytic activity [Evidence IEA];GO_function: GO:0005515 - protein binding [Evidence IEA];GO_process: GO:0009116 - nucleoside metabolic process [Evidence IEA]	NA	NA	NA	NA	NA	NA	XANPAGTX0501_005102_T1_XANPAGTX0501_005102	NA	M:(M) Cell wall/membrane/envelope biogenesis, Z:(Z) Cytoskeleton	ENOG503NYVZ, ENOG503P1CN	GO_function: GO:0003824 - catalytic activity [Evidence IEA], GO_function: GO:0005515 - protein binding [Evidence IEA], GO_process: GO:0009116 - nucleoside metabolic process [Evidence IEA]	IPR000845 Nucleoside phosphorylase domain, IPR002110 Ankyrin repeat, IPR007111 NACHT nucleoside triphosphatase, IPR020683 Domain of unknown function DUF3447, IPR027417 P-loop containing nucleoside triphosphate hydrolase, IPR035994 Nucleoside phosphorylase superfamily, IPR036770 Ankyrin repeat-containing domain superfamily	PF00023, PF01048, PF05729, PF12796, PF13637	NA	NA	
XANPAGTX0501_000755-T1	4.82151001525656e-16	8.23736441837294e-15	-1.35666781055653	0.167161478935375	5.08359357523004	0.569778880355777	0.00803548193196943	0.103316690502309	0.188528788693267	0.188528788693267	lichen	XANPAGTX0501_000755	mRNA	Xp_GTX0501_1	2122570	2123460	+	NA	hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	XANPAGTX0501_000755_T1_XANPAGTX0501_000755	NA	NA	NA	NA	NA	NA	NA	NA	
XANPAGTX0501_002185-T1	0.00371070039117812	0.00893093364630104	-1.35908700383938	0.468366077325338	3.30989660030803	1.95207414302505	0.0846685395433563	1.45846330898704	0.660213934588014	1.45846330898704	lichen	XANPAGTX0501_002185	mRNA	Xp_GTX0501_3	1315414	1317122	+	NA	hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Cluster_3	NA	XANPAGTX0501_002185_T1_XANPAGTX0501_002185	NA	NA	NA	NA	NA	NA	NA	NA	
XANPAGTX0501_007931-T1	2.08307834567533e-05	8.40573583892608e-05	-1.36044128518446	0.319667981656164	3.2892230612951	0.648548196370384	0.051485359450321	0.138882246429816	0.667351681005183	0.667351681005183	lichen	XANPAGTX0501_007931	mRNA	Xp_GTX0501_13	724612	726311	-	NA	hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	XANPAGTX0501_007931_T1_XANPAGTX0501_007931	NA	NA	NA	NA	NA	NA	NA	NA	
XANPAGTX0501_008146-T1	1.21031700624127e-09	9.97074952100093e-09	-1.36068760543743	0.223838869523242	6.04092135101473	0.805014757357866	0.00342886328197931	0.349025731887895	0.0902927529085927	0.349025731887895	lichen	XANPAGTX0501_008146	mRNA	Xp_GTX0501_14	498640	501237	+	NA	hypothetical protein	NA	3.4.16.6	NA	PF00450	IPR001563 Peptidase S10, serine carboxypeptidase;IPR018202 Serine carboxypeptidase, serine active site;IPR029058 Alpha/Beta hydrolase fold	ENOG503P41K	E:(E) Amino acid transport and metabolism;O:(O) Posttranslational modification, protein turnover, chaperones	GO_function: GO:0004185 - serine-type carboxypeptidase activity [Evidence IEA];GO_process: GO:0006508 - proteolysis [Evidence IEA]	SignalP(1-22,cutsite=VRG-TP,prob=0.8594)	NA	S10	NA	NA	NA	XANPAGTX0501_008146_T1_XANPAGTX0501_008146	NA	E:(E) Amino acid transport and metabolism, O:(O) Posttranslational modification, protein turnover, chaperones	ENOG503P41K	GO_function: GO:0004185 - serine-type carboxypeptidase activity [Evidence IEA], GO_process: GO:0006508 - proteolysis [Evidence IEA]	IPR001563 Peptidase S10, serine carboxypeptidase, IPR018202 Serine carboxypeptidase, serine active site, IPR029058 Alpha/Beta hydrolase fold	PF00450	S10	SignalP(1-22,cutsite=VRG-TP,prob=0.8594)	K01288
