Bin Id	Marker lineage	# genomes	# markers	# marker sets	Completeness	Contamination	Strain heterogeneity	Genome size (bp)	# ambiguous bases	# scaffolds	# contigs	N50 (scaffolds)	N50 (contigs)	Mean scaffold length (bp)	Mean contig length (bp)	Longest scaffold (bp)	Longest contig (bp)	GC	GC std (scaffolds > 1kbp)	Coding density	Translation table	# predicted genes	0	1	2	3	4	5+
bin.230	k__Bacteria (UID203)	5449	104	58	11.21	0.00	0.00	1181902	0	250	250	4799	4799	4727	4727	25899	25899	61.2	2.54	85.86	11	1299	97	7	0	0	0	0
bin.231	root (UID1)	5656	56	24	0.00	0.00	0.00	1130290	0	65	65	32046	32046	17389	17389	94273	94273	50.2	1.71	72.93	4	2140	56	0	0	0	0	0
bin.232	k__Bacteria (UID203)	5449	104	58	27.41	6.03	80.00	1247106	0	358	358	3400	3400	3483	3483	8511	8511	70.3	1.61	93.04	11	1526	84	15	5	0	0	0
bin.233	o__Rhodospirillales (UID3754)	63	336	201	91.54	1.66	0.00	4503486	0	152	152	47550	47550	29628	29628	196321	196321	68.8	1.67	92.81	11	4403	20	310	6	0	0	0
bin.234	o__Rhodospirillales (UID3754)	63	336	201	91.85	6.86	20.69	4519088	0	392	392	17176	17176	11528	11528	72428	72428	70.7	2.12	89.51	11	4662	27	280	29	0	0	0
bin.235	root (UID1)	5656	56	24	0.00	0.00	0.00	1320680	0	219	219	7196	7196	6030	6030	44368	44368	64.7	1.78	82.18	11	1703	56	0	0	0	0	0
bin.236	k__Bacteria (UID203)	5449	103	58	43.06	3.45	50.00	3112146	0	796	796	3866	3866	3909	3909	26854	26854	68.4	1.59	90.88	11	3522	71	30	2	0	0	0
bin.237	o__Actinomycetales (UID2012)	35	495	282	69.27	33.25	79.89	9664945	0	1642	1642	6408	6408	5886	5886	122297	122297	73.6	2.15	89.40	11	11048	166	182	138	6	3	0
bin.238	k__Bacteria (UID3187)	2258	182	112	79.95	0.89	0.00	2328528	0	313	313	8505	8505	7439	7439	43814	43814	55.4	1.61	92.91	11	2492	31	150	1	0	0	0
bin.239	k__Bacteria (UID203)	5449	104	58	10.34	0.00	0.00	1535909	0	269	269	6301	6301	5709	5709	35976	35976	53.7	1.67	89.45	11	1599	98	6	0	0	0	0
bin.24	o__Sphingomonadales (UID3310)	26	569	293	86.63	5.18	22.22	2776101	0	347	347	10429	10429	8000	8000	41602	41602	68.0	2.17	92.24	11	3005	106	438	24	1	0	0
bin.240	root (UID1)	5656	56	24	8.33	0.00	0.00	978171	0	257	257	3790	3790	3806	3806	16977	16977	72.4	1.72	88.13	11	1192	54	2	0	0	0	0
bin.241	k__Bacteria (UID203)	5449	104	58	36.89	1.72	0.00	1363848	0	355	355	3878	3878	3841	3841	12385	12385	67.8	1.88	92.30	11	1644	74	29	1	0	0	0
bin.242	root (UID1)	5656	56	24	0.00	0.00	0.00	1882191	0	104	104	26805	26805	18097	18097	85221	85221	71.8	4.35	87.20	11	1915	56	0	0	0	0	0
bin.243	k__Bacteria (UID203)	5449	103	58	2.43	0.16	0.00	773254	0	100	100	10659	10659	7732	7732	41589	41589	62.2	9.03	80.03	11	837	92	10	1	0	0	0
bin.244	k__Bacteria (UID203)	5449	104	58	40.66	0.00	0.00	1670259	0	383	383	4453	4453	4360	4360	18433	18433	68.3	1.83	91.65	11	1967	72	32	0	0	0	0
bin.245	root (UID1)	5656	56	24	0.00	0.00	0.00	491022	0	98	98	5326	5326	5010	5010	14868	14868	67.7	1.54	87.04	11	705	56	0	0	0	0	0
bin.246	o__Sphingomonadales (UID3310)	26	569	293	96.60	2.03	44.44	3424011	0	132	132	50008	50008	25939	25939	169809	169809	67.8	1.50	91.44	11	3374	13	547	9	0	0	0
bin.247	k__Bacteria (UID203)	5449	104	58	2.93	0.00	0.00	1354650	0	163	163	16090	16090	8310	8310	78844	78844	50.9	6.50	82.17	4	1564	98	6	0	0	0	0
bin.248	k__Bacteria (UID203)	5449	103	57	41.81	3.51	50.00	1931915	0	364	364	5549	5549	5307	5307	34606	34606	70.3	2.14	91.35	11	2187	74	27	2	0	0	0
bin.249	root (UID1)	5656	56	24	0.00	0.00	0.00	349505	0	102	102	3401	3401	3426	3426	9948	9948	60.7	1.35	82.14	4	554	56	0	0	0	0	0
bin.25	o__Sphingomonadales (UID3310)	26	569	293	88.97	12.48	57.75	3473006	0	318	318	14636	14636	10921	10921	55809	55809	68.9	1.72	89.50	11	3662	90	419	56	3	1	0
bin.250	k__Bacteria (UID3187)	2258	188	117	90.55	11.28	10.53	4538201	0	443	443	14698	14698	10244	10244	56861	56861	50.4	2.22	88.66	11	4540	20	149	19	0	0	0
bin.251	c__Alphaproteobacteria (UID3305)	564	337	221	92.95	0.24	100.00	2770975	0	135	135	29485	29485	20525	20525	85744	85744	70.1	1.95	92.26	11	2763	30	305	2	0	0	0
bin.252	k__Bacteria (UID203)	5449	104	58	0.00	0.00	0.00	385995	0	57	57	8003	8003	6771	6771	21061	21061	63.9	1.83	79.51	11	465	104	0	0	0	0	0
bin.253	root (UID1)	5656	56	24	0.00	0.00	0.00	440884	0	59	59	9495	9495	7472	7472	18481	18481	67.0	1.86	79.14	11	514	56	0	0	0	0	0
bin.254	root (UID1)	5656	56	24	1.04	0.00	0.00	226940	0	45	45	5541	5541	5043	5043	12492	12492	63.9	1.75	86.35	11	267	55	1	0	0	0	0
bin.255	root (UID1)	5656	56	24	0.00	0.00	0.00	303103	0	86	86	3554	3554	3524	3524	7751	7751	68.6	5.39	87.50	11	355	56	0	0	0	0	0
bin.256	o__Rhodospirillales (UID3754)	63	336	201	79.73	1.41	50.00	5116175	0	382	382	19541	19541	13393	13393	91322	91322	66.8	3.40	92.20	11	5186	86	246	4	0	0	0
bin.257	c__Deltaproteobacteria (UID3216)	83	247	155	91.83	5.65	0.00	8342422	0	64	64	226220	226220	130350	130350	680347	680347	65.9	0.78	91.43	11	7274	14	224	8	1	0	0
bin.258	root (UID1)	5656	56	24	0.00	0.00	0.00	280942	0	35	35	10432	10432	8026	8026	29370	29370	63.8	8.78	82.01	11	285	56	0	0	0	0	0
bin.259	root (UID1)	5656	56	24	4.17	0.00	0.00	457708	0	108	108	4086	4086	4238	4238	21610	21610	66.7	3.89	86.75	11	544	55	1	0	0	0	0
bin.26	root (UID1)	5656	56	24	8.33	0.00	0.00	1845524	0	422	422	4372	4372	4373	4373	29605	29605	63.0	2.87	87.73	11	1816	54	2	0	0	0	0
bin.260	root (UID1)	5656	56	24	0.00	0.00	0.00	520820	0	107	107	5793	5793	4867	4867	12354	12354	64.8	5.45	77.73	11	631	56	0	0	0	0	0
bin.261	k__Archaea (UID2)	207	149	107	1.87	0.00	0.00	204785	0	53	53	3853	3853	3863	3863	8667	8667	53.0	1.10	80.50	4	232	146	3	0	0	0	0
bin.262	k__Bacteria (UID203)	5449	104	58	17.21	0.00	0.00	1203924	0	304	304	3871	3871	3960	3960	68704	68704	65.5	4.31	90.08	11	1368	87	17	0	0	0	0
bin.263	root (UID1)	5656	56	24	0.00	0.00	0.00	359645	0	9	9	41027	41027	39960	39960	155517	155517	49.7	0.34	40.52	11	543	56	0	0	0	0	0
bin.264	o__Actinomycetales (UID1697)	387	330	193	71.16	5.87	46.67	3840980	0	537	537	8774	8774	7152	7152	48351	48351	69.9	9.09	84.05	11	3864	106	209	15	0	0	0
bin.265	c__Alphaproteobacteria (UID3305)	564	349	230	74.94	2.41	42.86	2033586	0	365	365	6039	6039	5571	5571	28340	28340	70.1	1.66	92.23	11	2269	107	235	7	0	0	0
bin.266	c__Bacilli (UID259)	750	275	151	61.78	0.38	0.00	1943417	0	345	345	6151	6151	5633	5633	23583	23583	45.5	1.73	88.56	11	2221	97	175	3	0	0	0
bin.267	k__Bacteria (UID203)	5449	104	58	8.62	0.00	0.00	334311	0	76	76	4373	4373	4398	4398	9961	9961	75.8	1.45	93.22	11	378	99	5	0	0	0	0
bin.268	k__Bacteria (UID203)	5449	103	58	49.61	1.72	100.00	2801756	0	665	665	4150	4150	4213	4213	27975	27975	69.3	1.78	90.83	11	3057	65	37	1	0	0	0
bin.269	root (UID1)	5656	56	24	0.00	0.00	0.00	683012	0	74	74	11916	11916	9229	9229	49304	49304	48.5	1.05	84.99	11	733	56	0	0	0	0	0
bin.27	k__Bacteria (UID203)	5449	103	57	0.16	0.00	0.00	785627	0	6	6	194508	194508	130937	130937	229026	229026	48.5	0.46	75.01	4	956	102	1	0	0	0	0
bin.270	root (UID1)	5656	56	24	0.00	0.00	0.00	322237	0	9	9	72581	72581	35804	35804	125078	125078	65.3	0.79	80.09	11	368	56	0	0	0	0	0
bin.271	o__Actinomycetales (UID1697)	387	330	193	89.38	7.17	10.00	3537904	0	522	522	8779	8779	6777	6777	54519	54519	72.0	4.05	91.59	11	3851	40	272	17	1	0	0
bin.272	k__Bacteria (UID203)	5449	103	57	55.05	10.53	0.00	4783556	0	1125	1125	4327	4327	4252	4252	19425	19425	70.6	1.75	91.90	11	5350	59	37	7	0	0	0
bin.273	o__Cytophagales (UID2936)	47	454	336	97.02	0.33	100.00	6156165	0	134	134	74967	74967	45941	45941	232486	232486	50.3	1.58	88.91	11	5275	24	427	3	0	0	0
bin.274	k__Bacteria (UID3187)	2258	188	117	68.19	4.27	33.33	3193273	0	529	529	6855	6855	6036	6036	32927	32927	51.8	2.36	88.49	11	3245	60	122	6	0	0	0
bin.275	k__Bacteria (UID2570)	433	274	183	84.17	4.28	50.00	3340522	0	470	470	8711	8711	7107	7107	42644	42644	72.8	2.06	90.38	11	3332	72	192	10	0	0	0
bin.276	c__Alphaproteobacteria (UID3305)	564	349	230	77.07	16.87	46.88	2705456	0	427	427	7507	7507	6335	6335	32232	32232	67.2	1.87	90.87	11	3063	95	196	55	3	0	0
bin.277	root (UID1)	5656	56	24	0.00	0.00	0.00	215989	0	38	38	6208	6208	5683	5683	17109	17109	64.6	0.72	87.66	11	252	56	0	0	0	0	0
bin.278	root (UID1)	5656	56	24	0.00	0.00	0.00	842852	0	108	108	12113	12113	7804	7804	94216	94216	60.8	7.48	82.95	11	867	56	0	0	0	0	0
bin.279	k__Bacteria (UID203)	5449	104	58	38.45	7.47	0.00	2436036	0	645	645	3785	3785	3776	3776	12289	12289	72.4	2.91	91.16	11	2852	72	27	5	0	0	0
bin.28	c__Deltaproteobacteria (UID3216)	83	247	155	73.69	2.06	0.00	2523890	0	356	356	8751	8751	7089	7089	29542	29542	59.8	2.69	90.00	11	2466	63	180	4	0	0	0
bin.280	p__Bacteroidetes (UID2591)	364	303	203	95.73	2.25	28.57	4781738	0	223	223	43952	43952	21442	21442	133364	133364	42.6	7.49	85.36	11	4464	31	265	7	0	0	0
bin.281	o__Rhodospirillales (UID3754)	63	336	201	49.18	0.76	0.00	2632578	0	611	611	4406	4406	4308	4308	18620	18620	68.3	6.08	86.85	11	2868	169	164	3	0	0	0
bin.282	k__Bacteria (UID203)	5449	104	58	13.79	0.00	0.00	885665	0	236	236	3716	3716	3752	3752	10961	10961	64.2	1.67	86.36	11	1164	94	10	0	0	0	0
bin.283	root (UID1)	5656	56	24	0.00	0.00	0.00	2780373	0	547	547	5431	5431	5082	5082	32774	32774	23.1	2.34	5.79	11	748	56	0	0	0	0	0
bin.284	p__Cyanobacteria (UID2189)	82	579	450	98.11	3.85	17.39	7327209	0	231	231	65308	65308	31719	31719	226028	226028	46.5	1.67	84.89	11	7378	9	549	20	1	0	0
bin.285	k__Bacteria (UID203)	5449	104	58	45.14	0.00	0.00	2325870	0	478	478	5148	5148	4865	4865	23087	23087	41.3	1.87	86.18	11	2392	71	33	0	0	0	0
bin.286	root (UID1)	5656	56	24	4.17	0.00	0.00	631627	0	93	93	8349	8349	6791	6791	32858	32858	59.2	5.29	81.59	11	767	55	1	0	0	0	0
bin.287	o__Rhizobiales (UID3654)	92	481	319	70.24	1.41	80.00	2456534	0	477	477	5594	5594	5149	5149	16873	16873	63.4	1.86	92.27	11	2759	147	329	5	0	0	0
bin.288	root (UID1)	5656	56	24	0.00	0.00	0.00	203815	0	54	54	3747	3747	3774	3774	10378	10378	28.1	1.52	70.24	11	201	56	0	0	0	0	0
bin.289	p__Bacteroidetes (UID2591)	364	303	203	93.84	0.25	0.00	3092895	0	49	49	111682	111682	63120	63120	314502	314502	51.8	1.07	89.29	11	2875	13	289	1	0	0	0
bin.29	root (UID1)	5656	56	24	0.00	0.00	0.00	201289	0	46	46	4444	4444	4375	4375	9266	9266	56.7	1.32	92.51	11	178	56	0	0	0	0	0
bin.290	k__Bacteria (UID203)	5449	104	58	55.34	6.90	100.00	3287819	0	566	566	6534	6534	5808	5808	25124	25124	62.4	3.55	87.60	11	3332	63	36	5	0	0	0
bin.291	o__Sphingomonadales (UID3310)	26	569	293	81.74	0.59	88.89	2247592	0	144	144	22184	22184	15608	15608	74834	74834	68.3	1.59	91.06	11	2346	108	452	9	0	0	0
bin.292	k__Bacteria (UID1452)	924	161	108	50.15	1.39	100.00	2117296	0	469	469	4774	4774	4514	4514	17936	17936	57.8	2.05	90.08	11	2048	92	67	2	0	0	0
bin.293	root (UID1)	5656	56	24	0.00	0.00	0.00	297474	0	45	45	8488	8488	6610	6610	27917	27917	61.9	1.58	78.59	11	387	56	0	0	0	0	0
bin.294	root (UID1)	5656	56	24	0.00	0.00	0.00	201946	0	14	14	14605	14605	14424	14424	40565	40565	58.5	0.93	84.73	11	240	56	0	0	0	0	0
bin.295	k__Archaea (UID2)	207	145	103	2.02	0.00	0.00	546700	0	139	139	3937	3937	3933	3933	8117	8117	52.9	1.07	79.25	4	703	141	4	0	0	0	0
bin.296	root (UID1)	5656	56	24	0.00	0.00	0.00	443379	0	65	65	8603	8603	6821	6821	28723	28723	49.8	0.99	85.77	11	460	56	0	0	0	0	0
bin.297	o__Rhizobiales (UID3654)	92	481	319	2.56	0.00	0.00	557073	0	102	102	5682	5682	5461	5461	51648	51648	58.6	10.77	80.22	11	581	452	29	0	0	0	0
bin.298	k__Bacteria (UID203)	5449	104	58	57.40	3.45	50.00	2779138	0	486	486	6188	6188	5718	5718	21972	21972	64.6	1.88	86.00	11	3082	64	38	2	0	0	0
bin.299	o__Actinomycetales (UID1697)	387	330	193	83.31	2.92	72.73	4472583	0	588	588	9674	9674	7606	7606	47413	47413	72.3	1.96	88.52	11	4673	80	239	11	0	0	0
bin.3	k__Bacteria (UID203)	5449	104	58	32.92	1.72	100.00	2411947	0	661	661	3544	3544	3648	3648	17153	17153	75.1	1.94	92.02	11	2901	80	23	1	0	0	0
bin.30	root (UID1)	5656	56	24	0.00	0.00	0.00	222953	0	66	66	3218	3218	3378	3378	6247	6247	65.6	1.40	93.04	11	274	56	0	0	0	0	0
bin.300	k__Bacteria (UID203)	5449	104	58	25.86	0.00	0.00	1463685	0	267	267	5791	5791	5481	5481	25356	25356	66.1	1.57	89.98	11	1657	85	19	0	0	0	0
bin.301	root (UID1)	5656	56	24	0.00	0.00	0.00	601981	0	93	93	7234	7234	6472	6472	53720	53720	70.4	4.81	90.22	11	806	56	0	0	0	0	0
bin.302	k__Bacteria (UID203)	5449	104	58	24.14	0.00	0.00	1639198	0	426	426	3759	3759	3847	3847	12678	12678	64.5	2.27	89.11	11	1848	87	17	0	0	0	0
bin.303	root (UID1)	5656	56	24	0.00	0.00	0.00	288823	0	8	8	48827	48827	36102	36102	68332	68332	49.8	0.21	41.26	11	460	56	0	0	0	0	0
bin.304	k__Bacteria (UID1452)	924	161	108	82.87	5.20	87.50	4758003	0	477	477	13107	13107	9974	9974	52026	52026	63.8	1.31	87.68	11	4230	42	111	8	0	0	0
bin.305	k__Bacteria (UID203)	5449	104	58	12.07	0.00	0.00	772361	0	183	183	4335	4335	4220	4220	21294	21294	60.1	9.31	77.84	11	795	95	9	0	0	0	0
bin.306	k__Bacteria (UID1452)	924	161	108	81.02	0.93	0.00	3973476	0	260	260	21298	21298	15282	15282	111614	111614	55.9	1.46	90.28	11	3703	38	122	1	0	0	0
bin.307	root (UID1)	5656	56	24	0.00	0.00	0.00	291186	0	34	34	11804	11804	8564	8564	52566	52566	62.6	1.22	88.72	11	290	56	0	0	0	0	0
bin.308	k__Bacteria (UID203)	5449	104	58	99.53	97.37	69.52	6521750	0	462	462	27285	27285	14116	14116	119392	119392	68.7	1.92	90.87	11	6679	3	12	81	8	0	0
bin.309	root (UID1)	5656	56	24	0.00	0.00	0.00	226287	0	8	8	32657	32657	28285	28285	55428	55428	50.2	0.39	44.63	11	340	56	0	0	0	0	0
bin.31	k__Bacteria (UID203)	5449	104	58	40.34	0.00	0.00	1401971	0	339	339	4197	4197	4135	4135	15935	15935	55.0	1.67	86.54	11	1432	74	30	0	0	0	0
bin.310	root (UID1)	5656	56	24	0.00	0.00	0.00	388258	0	16	16	56746	56746	24266	24266	109387	109387	69.9	1.02	90.64	11	385	56	0	0	0	0	0
bin.311	k__Bacteria (UID203)	5449	104	58	25.04	8.76	9.09	22547487	0	4416	4416	5429	5429	5105	5105	41814	41814	47.7	1.37	49.45	11	44540	73	24	5	2	0	0
bin.312	c__Alphaproteobacteria (UID3305)	564	349	230	66.60	2.17	50.00	2860217	0	439	439	7582	7582	6515	6515	37630	37630	67.9	1.97	90.49	11	3025	122	221	6	0	0	0
bin.313	k__Archaea (UID2)	207	149	107	31.79	2.79	0.00	15240366	0	3148	3148	5048	5048	4841	4841	18192	18192	51.6	1.00	86.44	4	22008	96	46	7	0	0	0
bin.314	k__Bacteria (UID203)	5449	104	58	23.62	0.00	0.00	1172552	0	274	274	4406	4406	4279	4279	11327	11327	63.8	1.34	94.05	11	1379	87	17	0	0	0	0
bin.315	p__Bacteroidetes (UID2605)	350	316	210	97.75	1.67	25.00	4203392	0	129	129	58455	58455	32584	32584	313471	313471	43.5	1.56	90.47	11	4034	19	293	4	0	0	0
bin.316	root (UID1)	5656	56	24	0.00	0.00	0.00	207235	0	5	5	60512	60512	41447	41447	74572	74572	58.5	0.52	89.16	11	226	56	0	0	0	0	0
bin.317	root (UID1)	5656	56	24	0.00	0.00	0.00	549524	0	4	4	296080	296080	137381	137381	296080	296080	42.1	0.51	90.81	11	858	56	0	0	0	0	0
bin.318	k__Bacteria (UID1453)	901	171	117	9.82	1.10	0.00	2519350	0	579	579	4163	4163	4351	4351	62632	62632	47.9	6.26	76.07	4	3666	137	29	5	0	0	0
bin.319	c__Alphaproteobacteria (UID3422)	26	529	308	98.59	6.67	0.00	3453996	0	102	102	135009	135009	33862	33862	465704	465704	68.6	18.35	86.81	11	3263	6	481	33	9	0	0
bin.32	root (UID1)	5656	56	24	4.17	0.00	0.00	687931	0	114	114	6765	6765	6034	6034	28093	28093	62.1	2.71	84.74	11	824	55	1	0	0	0	0
bin.320	k__Bacteria (UID1452)	924	161	108	78.96	3.03	66.67	3396249	0	350	350	12877	12877	9703	9703	60026	60026	65.5	1.97	89.99	11	3782	36	119	6	0	0	0
bin.321	k__Archaea (UID2)	207	149	107	45.34	26.82	2.04	60246696	0	4204	4204	21155	21155	14330	14330	125737	125737	50.5	1.74	65.81	11	128409	72	46	18	8	3	2
bin.322	root (UID1)	5656	56	24	6.25	0.00	0.00	597177	0	118	118	5129	5129	5060	5060	59761	59761	59.9	1.71	85.88	11	641	53	3	0	0	0	0
bin.323	k__Bacteria (UID203)	5449	104	58	16.38	0.00	0.00	1071806	0	302	302	3469	3469	3549	3549	9314	9314	69.6	1.98	86.46	11	1284	92	12	0	0	0	0
bin.324	o__Cytophagales (UID2936)	47	454	336	93.42	1.01	80.00	5693532	0	470	470	16037	16037	12113	12113	67050	67050	47.0	1.68	88.35	11	5197	54	395	5	0	0	0
bin.325	root (UID1)	5656	56	24	0.00	0.00	0.00	475322	0	82	82	6209	6209	5796	5796	25430	25430	63.3	5.14	82.66	11	527	56	0	0	0	0	0
bin.326	k__Bacteria (UID203)	5449	104	58	21.47	1.88	50.00	2361389	0	590	590	3867	3867	4002	4002	37852	37852	64.7	1.83	89.04	11	2427	86	16	2	0	0	0
bin.327	k__Bacteria (UID203)	5449	104	58	1.88	0.00	0.00	1024168	0	152	152	8866	8866	6737	6737	57998	57998	61.7	7.72	80.90	11	1076	101	3	0	0	0	0
bin.328	k__Bacteria (UID203)	5449	104	58	34.64	3.45	50.00	2656991	0	645	645	4137	4137	4119	4119	15849	15849	69.3	1.41	92.51	11	3101	80	22	2	0	0	0
bin.329	k__Bacteria (UID203)	5449	104	58	8.05	0.00	0.00	691243	0	206	206	3268	3268	3355	3355	10178	10178	75.0	1.72	91.51	11	810	98	6	0	0	0	0
bin.33	o__Actinomycetales (UID1697)	387	330	193	58.64	2.68	71.43	2705410	0	585	585	4868	4868	4624	4624	18100	18100	73.0	3.04	90.87	11	3008	154	169	7	0	0	0
bin.330	o__Actinomycetales (UID1663)	488	310	185	89.04	0.00	0.00	3770954	0	313	313	17165	17165	12047	12047	68562	68562	75.8	1.86	91.26	11	3886	47	263	0	0	0	0
bin.331	o__Rhizobiales (UID3654)	92	481	319	94.55	22.32	38.32	5236141	0	408	408	17638	17638	12833	12833	68818	68818	71.5	1.97	88.35	11	5173	36	350	89	6	0	0
bin.332	k__Bacteria (UID203)	5449	103	57	8.77	0.00	0.00	342822	0	8	8	64566	64566	42852	42852	81008	81008	70.2	1.07	91.53	11	311	96	7	0	0	0	0
bin.333	root (UID1)	5656	56	24	0.00	0.00	0.00	200971	0	6	6	105352	105352	33495	33495	105352	105352	45.5	1.19	87.43	11	202	56	0	0	0	0	0
bin.334	p__Actinobacteria (UID1454)	732	200	117	99.15	0.00	0.00	3472323	0	39	39	183409	183409	89033	89033	386598	386598	72.5	1.00	94.87	11	3619	2	198	0	0	0	0
bin.335	k__Bacteria (UID203)	5449	104	58	27.18	8.73	0.00	17486084	0	1251	1251	19201	19201	13977	13977	103854	103854	52.3	1.96	84.44	4	24800	58	27	14	5	0	0
bin.336	root (UID1)	5656	56	24	0.00	0.00	0.00	895297	0	133	133	7837	7837	6731	6731	50306	50306	72.6	8.34	85.66	11	967	56	0	0	0	0	0
bin.337	k__Bacteria (UID203)	5449	104	58	13.79	0.00	0.00	362286	0	105	105	3351	3351	3450	3450	6778	6778	68.1	1.55	92.63	11	439	94	10	0	0	0	0
bin.338	p__Actinobacteria (UID1454)	732	200	117	92.05	2.64	50.00	4200588	0	237	237	27434	27434	17724	17724	114077	114077	72.9	1.57	93.74	11	4440	20	176	4	0	0	0
bin.339	k__Archaea (UID2)	207	149	107	15.00	1.46	40.00	725718	0	219	219	3231	3231	3313	3313	8891	8891	25.3	2.20	77.86	11	972	119	25	5	0	0	0
bin.34	o__Rhodospirillales (UID3754)	63	336	201	83.84	2.32	83.33	4059397	0	425	425	12106	12106	9551	9551	49671	49671	69.9	2.62	93.84	11	4178	55	275	6	0	0	0
bin.340	k__Bacteria (UID203)	5449	104	58	5.17	0.00	0.00	659664	0	188	188	3334	3334	3508	3508	33346	33346	50.8	4.85	81.72	4	910	99	5	0	0	0	0
bin.341	k__Bacteria (UID1452)	924	161	108	73.61	5.38	75.00	3583304	0	333	333	13997	13997	10760	10760	46583	46583	61.8	1.73	91.50	11	3701	32	121	8	0	0	0
bin.342	o__Actinomycetales (UID1815)	120	573	265	38.27	1.08	42.86	1992674	0	488	488	4182	4182	4083	4083	12210	12210	69.3	2.61	92.63	11	2304	351	215	7	0	0	0
bin.343	k__Bacteria (UID203)	5449	104	58	65.52	0.00	0.00	4676950	0	635	635	8983	8983	7365	7365	35161	35161	43.2	2.11	82.80	11	4257	59	45	0	0	0	0
bin.344	k__Bacteria (UID203)	5449	104	58	16.72	0.86	0.00	2316108	0	494	494	4583	4583	4688	4688	40139	40139	76.2	1.84	91.10	11	2779	92	11	1	0	0	0
bin.345	root (UID1)	5656	56	24	4.17	0.00	0.00	1073443	0	208	208	5426	5426	5160	5160	20995	20995	60.4	1.60	86.74	11	1038	55	1	0	0	0	0
bin.346	k__Bacteria (UID203)	5449	104	58	21.00	0.00	0.00	603144	0	120	120	5202	5202	5026	5026	18686	18686	64.4	1.58	93.51	11	702	85	19	0	0	0	0
bin.347	k__Bacteria (UID203)	5449	103	58	0.16	0.00	0.00	491522	0	30	30	26885	26885	16384	16384	62148	62148	49.6	4.27	40.41	11	780	102	1	0	0	0	0
bin.348	root (UID1)	5656	56	24	0.00	0.00	0.00	226459	0	8	8	37280	37280	28307	28307	92438	92438	46.5	0.99	42.79	11	291	56	0	0	0	0	0
bin.349	k__Bacteria (UID203)	5449	103	57	15.44	0.00	0.00	452352	0	122	122	3561	3561	3707	3707	8587	8587	66.3	2.10	89.14	11	536	90	13	0	0	0	0
bin.35	o__Actinomycetales (UID1593)	69	400	198	67.06	5.74	18.18	2585803	0	540	540	4987	4987	4788	4788	23374	23374	66.9	1.71	91.58	11	2845	151	227	22	0	0	0
bin.350	k__Bacteria (UID203)	5449	104	58	8.62	0.00	0.00	1115132	0	303	303	3544	3544	3680	3680	17842	17842	74.6	1.90	90.98	11	1329	99	5	0	0	0	0
bin.351	k__Bacteria (UID203)	5449	104	58	37.23	0.00	0.00	2907818	0	542	542	5940	5940	5364	5364	26296	26296	71.7	5.05	86.66	11	3160	77	27	0	0	0	0
bin.352	p__Bacteroidetes (UID2605)	350	316	210	88.10	2.89	50.00	3324852	0	277	277	18569	18569	12003	12003	63535	63535	41.2	2.11	88.88	11	3172	31	275	10	0	0	0
bin.353	k__Bacteria (UID203)	5449	103	58	0.47	0.00	0.00	503580	0	71	71	8837	8837	7092	7092	37371	37371	57.6	10.28	69.86	11	522	100	3	0	0	0	0
bin.354	k__Bacteria (UID203)	5449	104	58	73.07	3.45	0.00	4599513	0	571	571	10397	10397	8055	8055	47838	47838	63.6	2.57	87.41	11	4403	51	50	3	0	0	0
bin.355	k__Bacteria (UID3187)	2258	187	116	27.51	3.02	0.00	1378029	0	235	235	5819	5819	5863	5863	67872	67872	61.7	3.45	90.13	11	1460	133	50	3	1	0	0
bin.356	o__Sphingomonadales (UID3310)	26	569	293	80.03	3.84	57.89	2463975	0	225	225	17347	17347	10951	10951	67764	67764	69.8	1.72	90.62	11	2610	106	444	19	0	0	0
bin.357	o__Burkholderiales (UID4000)	193	427	214	88.61	4.67	56.52	4793342	0	660	660	8857	8857	7262	7262	44506	44506	64.5	1.99	92.03	11	5136	58	346	23	0	0	0
bin.358	k__Bacteria (UID203)	5449	104	58	62.55	1.72	100.00	4399155	0	455	455	12896	12896	9668	9668	56011	56011	71.6	1.94	88.62	11	4405	56	47	1	0	0	0
bin.359	o__Actinomycetales (UID1815)	120	573	265	98.46	30.41	58.65	7602801	0	475	475	41201	41201	16005	16005	192411	192411	67.2	1.31	92.26	11	7726	25	392	133	21	2	0
bin.36	root (UID1)	5656	56	24	0.00	0.00	0.00	223986	0	52	52	4316	4316	4307	4307	15773	15773	66.8	1.44	80.93	11	277	56	0	0	0	0	0
bin.360	p__Actinobacteria (UID1454)	732	196	114	87.01	59.77	68.42	6807502	0	1120	1120	7120	7120	6078	6078	48533	48533	67.1	1.88	87.92	11	7980	48	77	54	14	3	0
bin.361	k__Bacteria (UID203)	5449	104	58	13.97	0.00	0.00	1600872	0	364	364	4356	4356	4398	4398	18993	18993	67.0	4.80	86.38	11	1838	93	11	0	0	0	0
bin.362	k__Bacteria (UID203)	5449	104	58	17.24	0.00	0.00	2441730	0	490	490	5153	5153	4983	4983	36234	36234	69.7	2.58	88.09	11	2935	93	11	0	0	0	0
bin.363	o__Cytophagales (UID2936)	47	454	336	86.35	6.09	39.29	4695000	0	533	533	12103	12103	8808	8808	55923	55923	62.5	4.27	86.23	11	4508	88	340	25	1	0	0
bin.364	k__Bacteria (UID203)	5449	104	58	2.59	0.00	0.00	267427	0	16	16	20636	20636	16714	16714	27749	27749	27.4	0.80	42.41	11	247	102	2	0	0	0	0
