Orthogroup	AOBU01 Cyphellophora europaea	Acastr1 Acarospora strigata	Altal1 Alternaria alternata	Amamu1 Amanita muscaria	Artol1 Arthrobotrys oligospora	Ascim1 Ascobolus immersus	Aspni Aspergillus niger CBS 513.88	Aurpu Aureobasidium pullulans var. melanogenum	CAJPDR01 Alectoria fallacina	Capcor1 Capronia coronata	Claba1 Cladophialophora bantiana CBS 173.52	Clagr3 Cladonia grayi	Cocpo1 Coccidioides posadasii	Dibbae1 Dibaeis baeomyces 	EndpusZ1 Endocarpon pusillum	Erypu1 Erysiphe pulchra	Exoaq1 Exophiala aquamarina	Fonmu1 Fonsecaea multimorphosa	Fusgr1 Fusarium graminearum	GTX0466.bin.15.proteins GTX0466.bin.15.proteins	GTX0486 GTX0486_487.bin.100.proteins	GTX0494.bin.19.proteins GTX0494.bin.19.proteins	Grascr1 Graphis scripta	JALAHW01 Teloschistes peruensis	JALAIA01 Xanthoria mediterranea	JALAII01 Xanthoria aureola	JALAIK01 Xanthoria steineri	JALAIP01 Caloplaca aegaea	JAPDRQ01 Knufia sp. JES_112	JAPETI01 Alyxoria varia	JAPETN01 Candelaria pacifica	JAPETP01 Candelina mexicana	JAPETR01 Chrysothrix sp. TS-e1954	JAPETW01 Lichina confinis	JAPEUD01 Sarea resinae	JAPEUF01 Thelocarpon impressellum	Monha1 Monacrosporium haptotylum	Morco1 Morchella importuna	Neucr Neurospora crassa trp3	Penexp1 Penicillium expansum	Phach1 Phaeomoniella chlamydospora	Podan3 Podospora anserina	PseVKM4520 Pseudogymnoascus sp. VKM F-4520	SacceM3707 Saccharomyces cerevisiae	Sclsc1 Sclerotinia sclerotiorum	Umbpus1 Lassalia pustulata	Xanthoria parietina genome from this paper	coassembly.bin.376.proteins coassembly.bin.376.proteins	coassembly.bin.378.proteins coassembly.bin.378.proteins	coassembly.bin.64.proteins coassembly.bin.64.proteins	coassembly.bin.76.proteins coassembly.bin.76.proteins
OG0002378	XP_008712991.1	jgi|Acastr1|124234|AST1_000852-RA	jgi|Altal1|941079|e_gw1.17.751.1	jgi|Amamu1|127865|estExt_Genewise1Plus.C_400020	jgi|Artol1|7277|AOL_s00097g93m.01	jgi|Ascim1|202541|e_gw1.1.187.1	jgi|Aspni_DSM_1|166383|An14g06010m.01	jgi|Aurpu_var_mel1|73641|fgenesh1_pm.5_#_187	CAF9925787.1	jgi|Capcor1|95322|A1O1_02461T0	jgi|Claba1|138986|Z519_05518T0	jgi|Clagr3|6340|CLAGR_005976-RA	jgi|Cocpo1_1|4124|XM_003069077.1	jgi|Dibbae1|6177|DIBA_008370-RA	jgi|EndpusZ1|2394|EPUS_02046T0	jgi|Erypu1|1970|transcript_POS83132	jgi|Exoaq1|11800|A1O9_08116T0	jgi|Fonmu1|6797|Z520_02007T0	jgi|Fusgr1|11125|FGSG_09602T0	GTX0466b15_006067-T1	GTX0486b100_005401-T1	GTX0494b19_000125-T1	jgi|Grascr1|11845|GST1_004889-RA	KAI4106800.1	KAI4107668.1	KAI4239010.1	KAI4228635.1	KAI4283350.1	KAJ9654483.1	KAI9660208.1	KAI9721949.1	KAI9703876.1	KAI9725243.1	KAI9749784.1	KAI9836378.1	KAI9826072.1	jgi|Monha1|5963|H072_6156m.01	jgi|Morco1|608213|estExt_Genemark1.C_510028	jgi|Neucr_trp3_1|5689|Neucr2.NCU07725T0	jgi|Penexp1|10634|PEXP_060110T0	jgi|Phach1|3395|rna3394	jgi|Podan3|209750|mRNA_8578	jgi|PseVKM4520_1|3901|transcript_KFZ14375	jgi|SacceM3707_1|32581|fgenesh1_kg.4_#_178_#_NP_015385.1	jgi|Sclsc1|2113|SS1G_08569T0	jgi|Umbpus1|104322|LPUS_11047T0	FUN_004171_T1_FUN_004171	coassemb376_007191-T1	coassemb378_011529-T1	coassemb64_004708-T1	coassemb76_007225-T1
OG0002379	XP_008712992.1	jgi|Acastr1|124233|AST1_000851-RA	jgi|Altal1|989979|estExt_Genewise1Plus.C_11_t20232	jgi|Amamu1|179791|fgenesh1_pg.53_#_12	jgi|Artol1|7389|AOL_s00097g205m.01	jgi|Ascim1|413354|fgenesh1_RNNotator_kg.19_#_123_#_Locus1844v1rpkm87.88	jgi|Aspni_DSM_1|166384|An14g06020m.01	jgi|Aurpu_var_mel1|87495|gm1.7891_g	CAF9925784.1	jgi|Capcor1|95323|A1O1_02462T0	jgi|Claba1|138987|Z519_05519T0	jgi|Clagr3|6341|CLAGR_005977-RA	jgi|Cocpo1_1|4123|XM_003069076.1	jgi|Dibbae1|6176|DIBA_008369-RA	jgi|EndpusZ1|2393|EPUS_02045T0	jgi|Erypu1|2223|transcript_POS82995	jgi|Exoaq1|11801|A1O9_08117T0	jgi|Fonmu1|6798|Z520_02008T0	jgi|Fusgr1|11124|FGSG_09601T0	GTX0466b15_006068-T1	GTX0486b100_005400-T1	GTX0494b19_000126-T1	jgi|Grascr1|11844|GST1_004888-RA	KAI4106799.1	KAI4107669.1	KAI4239011.1	KAI4228634.1	KAI4283351.1	KAJ9654484.1	KAI9660218.1	KAI9721950.1	KAI9703875.1	KAI9726773.1	KAI9752312.1	KAI9836413.1	KAI9826071.1	jgi|Monha1|549|H072_549m.01	jgi|Morco1|534258|fgenesh1_kg.14_#_167_#_Locus6207v1rpkm17.39	jgi|Neucr_trp3_1|5688|Neucr2.NCU07726T0	jgi|Penexp1|10635|PEXP_060120T0	jgi|Phach1|3396|rna3395	jgi|Podan3|209749|mRNA_8577	jgi|PseVKM4520_1|3900|transcript_KFZ14374	jgi|SacceM3707_1|37052|fgenesh1_kg.14_#_238_#_NP_010648.1	jgi|Sclsc1|2114|SS1G_08570T0	jgi|Umbpus1|104321|LPUS_11046T0	FUN_004170_T1_FUN_004170	coassemb376_007192-T1	coassemb378_011530-T1	coassemb64_004709-T1	coassemb76_007226-T1
OG0002383	XP_008713072.1	jgi|Acastr1|122743|AST1_008047-RA	jgi|Altal1|567668|CE567667_27566	jgi|Amamu1|183859|fgenesh1_pm.3_#_234	jgi|Artol1|2796|AOL_s00054g129m.01	jgi|Ascim1|411490|fgenesh1_RNNotator_kg.6_#_191_#_Locus1256v1rpkm126.66	jgi|Aspni_DSM_1|163107|An09g06460m.01	jgi|Aurpu_var_mel1|76761|fgenesh1_pm.16_#_126	CAF9943368.1	jgi|Capcor1|94718|A1O1_01856T0	jgi|Claba1|128617|Z519_01000T0	jgi|Clagr3|10743|CLAGR_010557-RA	jgi|Cocpo1_1|4858|XM_003069811.1	jgi|Dibbae1|6723|DIBA_002610-RA	jgi|EndpusZ1|2564|EPUS_06371T0	jgi|Erypu1|1689|transcript_POS87214	jgi|Exoaq1|2173|A1O9_09706T0	jgi|Fonmu1|1362|Z520_05992T0	jgi|Fusgr1|10411|FGSG_08986T0	GTX0466b15_001240-T1	GTX0486b100_005899-T1	GTX0494b19_007605-T1	jgi|Grascr1|1765|GST1_002608-RA	KAI4097458.1	KAI4097399.1	KAI4230592.1	KAI4223644.1	KAI4257532.1	KAJ9651246.1	KAI9651596.1	KAI9722917.1	KAI9707693.1	KAI9726031.1	KAI9755114.1	KAI9829688.1	KAI9828359.1	jgi|Monha1|6173|H072_6368m.01	jgi|Morco1|522897|estExt_Genewise1Plus.C_240014	jgi|Neucr_trp3_1|1273349|fgenesh1_pg.54_#_24	jgi|Penexp1|155|PEXP_021100T0	jgi|Phach1|5548|rna5547	jgi|Podan3|203823|mRNA_2651	jgi|PseVKM4520_1|2599|transcript_KFZ16702	jgi|SacceM3707_1|31758|fgenesh1_kg.3_#_21_#_NP_014042.1	jgi|Sclsc1|10727|SS1G_03756T0	jgi|Umbpus1|101091|LPUS_07852T0	FUN_009593_T1_FUN_009593	coassemb376_002299-T1	coassemb378_001159-T1	coassemb64_006772-T1	coassemb76_009107-T1
OG0002390	XP_008713411.1	jgi|Acastr1|121154|AST1_003257-RA	jgi|Altal1|981591|estExt_Genewise1Plus.C_3_t20084	jgi|Amamu1|9467|gm1.3477_g	jgi|Artol1|8199|AOL_s00110g158m.01	jgi|Ascim1|323632|gm1.3632_g	jgi|Aspni_DSM_1|164260|An11g10540m.01	jgi|Aurpu_var_mel1|38192|e_gw1.1.261.1	CAF9907248.1	jgi|Capcor1|98255|A1O1_05419T0	jgi|Claba1|132767|Z519_01245T0	jgi|Clagr3|8271|CLAGR_007344-RA	jgi|Cocpo1_1|1507|XM_003066459.1	jgi|Dibbae1|10942|DIBA_003511-RA	jgi|EndpusZ1|6237|EPUS_05087T0	jgi|Erypu1|6000|transcript_POS85009	jgi|Exoaq1|6317|A1O9_12118T0	jgi|Fonmu1|317|Z520_00318T0	jgi|Fusgr1|11407|FGSG_09853T0	GTX0466b15_008589-T1	GTX0486b100_007750-T1	GTX0494b19_001507-T1	jgi|Grascr1|2876|GST1_001035-RA	KAI4109931.1	KAI4105494.1	KAI4231297.1	KAI4228282.1	KAI4290602.1	KAJ9657776.1	KAI9653708.1	KAI9723703.1	KAI9707112.1	KAI9721413.1	KAI9752401.1	KAI9837814.1	KAI9815146.1	jgi|Monha1|132|H072_132m.01	jgi|Morco1|535843|fgenesh1_kg.24_#_65_#_Locus3637v1rpkm41.18	jgi|Neucr_trp3_1|10249|Neucr2.NCU02428T0	jgi|Penexp1|7336|PEXP_003310T0	jgi|Phach1|1794|rna1793	jgi|Podan3|208417|mRNA_7245	jgi|PseVKM4520_1|1258|transcript_KFZ19304	jgi|SacceM3707_1|38347|fgenesh1_kg.21_#_76_#_NP_013287.1	jgi|Sclsc1|4650|SS1G_11106T0	jgi|Umbpus1|100250|LPUS_06831T0	FUN_003547_T1_FUN_003547	coassemb376_006867-T1	coassemb378_002767-T1	coassemb64_000720-T1	coassemb76_007886-T1
OG0002393	XP_008713551.1	jgi|Acastr1|124635|AST1_004192-RA	jgi|Altal1|927097|e_gw1.3.470.1	jgi|Amamu1|879939|CE678702_21233	jgi|Artol1|10946|AOL_s00215g393m.01	jgi|Ascim1|303053|fgenesh1_pg.10_#_158	jgi|Aspni_DSM_1|167687|An16g03910m.01	jgi|Aurpu_var_mel1|44864|e_gw1.6.995.1	CAF9933569.1	jgi|Capcor1|97499|A1O1_04658T0	jgi|Claba1|138812|Z519_05344T0	jgi|Clagr3|7638|CLAGR_007181-RA	jgi|Cocpo1_1|3672|XM_003068625.1	jgi|Dibbae1|4351|DIBA_001979-RA	jgi|EndpusZ1|7740|EPUS_05958T0	jgi|Erypu1|2659|transcript_POS82750	jgi|Exoaq1|4452|A1O9_01971T0	jgi|Fonmu1|11353|Z520_04556T0	jgi|Fusgr1|9840|FGSG_08425T0	GTX0466b15_003647-T1	GTX0486b100_003488-T1	GTX0494b19_000207-T1	jgi|Grascr1|6118|GST1_010631-RA	KAI4109415.1	KAI4106318.1	KAI4239919.1	KAI4228775.1	KAI4288320.1	KAJ9664003.1	KAI9653801.1	KAI9717264.1	KAI9706540.1	KAI9725286.1	KAI9747429.1	KAI9832900.1	KAI9825620.1	jgi|Monha1|9101|H072_9528m.01	jgi|Morco1|507588|estExt_Genewise1.C_300067	jgi|Neucr_trp3_1|8739|Neucr2.NCU04768T0	jgi|Penexp1|9386|PEXP_066900T0	jgi|Phach1|3864|rna3863	jgi|Podan3|207286|mRNA_6114	jgi|PseVKM4520_1|2833|transcript_KFZ16323	jgi|SacceM3707_1|31043|fgenesh1_kg.2_#_53_#_NP_015001.1	jgi|Sclsc1|13864|SS1G_06893T0	jgi|Umbpus1|105871|LPUS_03841T0	FUN_003954_T1_FUN_003954	coassemb376_007034-T1	coassemb378_002446-T1	coassemb64_000341-T1	coassemb76_005343-T1
OG0002394	XP_008713589.1	jgi|Acastr1|126550|AST1_000145-RA	jgi|Altal1|998680|estExt_Genewise1Plus.C_24_t10220	jgi|Amamu1|199238|estExt_fgenesh1_pg.C_520004	jgi|Artol1|9534|AOL_s00176g47m.01	jgi|Ascim1|417462|fgenesh1_RNNotator_kg.94_#_5_#_Locus1931v1rpkm84.85	jgi|Aspni_DSM_1|156243|An01g12180m.01	jgi|Aurpu_var_mel1|78325|fgenesh1_pm.26_#_26	CAF9910305.1	jgi|Capcor1|97812|A1O1_04973T0	jgi|Claba1|138484|Z519_05014T0	jgi|Clagr3|9274|CLAGR_009202-RA	jgi|Cocpo1_1|3833|XM_003068786.1	jgi|Dibbae1|11526|DIBA_012634-RA	jgi|EndpusZ1|5067|EPUS_01675T0	jgi|Erypu1|4322|transcript_POS86063	jgi|Exoaq1|4051|A1O9_11573T0	jgi|Fonmu1|11107|Z520_04308T0	jgi|Fusgr1|11285|FGSG_09744T0	GTX0466b15_003630-T1	GTX0486b100_002095-T1	GTX0494b19_003634-T1	jgi|Grascr1|3297|GST1_008318-RA	KAI4102679.1	KAI4103063.1	KAI4239444.1	KAI4224684.1	KAI4288764.1	KAJ9650305.1	KAI9672057.1	KAI9710624.1	KAI9706091.1	KAI9728762.1	KAI9747279.1	KAI9833762.1	KAI9825682.1	jgi|Monha1|7528|H072_7778m.01	jgi|Morco1|555320|fgenesh1_pm.58_#_7	jgi|Neucr_trp3_1|6624|Neucr2.NCU05301T0	jgi|Penexp1|5412|PEXP_058730T0	jgi|Phach1|1084|rna1083	jgi|Podan3|205801|mRNA_4629	jgi|PseVKM4520_1|5611|transcript_KFZ11159	jgi|SacceM3707_1|33212|fgenesh1_kg.5_#_147_#_NP_009529.1	jgi|Sclsc1|9593|SS1G_03008T0	jgi|Umbpus1|103771|LPUS_10441T0	FUN_007611_T1_FUN_007611	coassemb376_003134-T1	coassemb378_006702-T1	coassemb64_003512-T1	coassemb76_001462-T1
OG0002397	XP_008713616.1	jgi|Acastr1|118747|AST1_006242-RA	jgi|Altal1|1016354|fgenesh1_kg.2_#_427_#_Locus8317v1rpkm5.85	jgi|Amamu1|154994|fgenesh1_kg.1_#_411_#_Locus2802v1rpkm80.28	jgi|Artol1|7985|AOL_s00109g153m.01	jgi|Ascim1|362099|estExt_Genemark1.C_380015	jgi|Aspni_DSM_1|167677|An16g03810m.01	jgi|Aurpu_var_mel1|87601|gm1.7997_g	CAF9914258.1	jgi|Capcor1|97460|A1O1_04619T0	jgi|Claba1|132774|Z519_01252T0	jgi|Clagr3|4890|CLAGR_005391-RA	jgi|Cocpo1_1|3679|XM_003068632.1	jgi|Dibbae1|9625|DIBA_011549-RA	jgi|EndpusZ1|187|EPUS_06955T0	jgi|Erypu1|1032|transcript_POS83764	jgi|Exoaq1|4817|A1O9_02337T0	jgi|Fonmu1|324|Z520_00325T0	jgi|Fusgr1|1599|FGSG_01374T0	GTX0466b15_008860-T1	GTX0486b100_003596-T1	GTX0494b19_008271-T1	jgi|Grascr1|2017|GST1_007810-RA	KAI4106039.1	KAI4098913.1	KAI4229752.1	KAI4223067.1	KAI4282629.1	KAJ9655915.1	KAI9659226.1	KAI9714978.1	KAI9696027.1	KAI9721323.1	KAI9747478.1	KAI9825142.1	KAI9815589.1	jgi|Monha1|421|H072_421m.01	jgi|Morco1|531148|fgenesh1_kg.1_#_105_#_Locus6508v1rpkm15.58	jgi|Neucr_trp3_1|2321|Neucr2.NCU02974T0	jgi|Penexp1|2317|PEXP_051710T0	jgi|Phach1|1408|rna1407	jgi|Podan3|203132|mRNA_1960	jgi|PseVKM4520_1|7161|transcript_KFZ08751	jgi|SacceM3707_1|32319|fgenesh1_kg.3_#_582_#_NP_013640.1	jgi|Sclsc1|6128|SS1G_01629T0	jgi|Umbpus1|101436|LPUS_08156T0	FUN_007284_T1_FUN_007284	coassemb376_003783-T1	coassemb378_001388-T1	coassemb64_003312-T1	coassemb76_004958-T1
OG0002405	XP_008713861.1	jgi|Acastr1|125066|AST1_002018-RA	jgi|Altal1|146133|CE146132_15993	jgi|Amamu1|184212|fgenesh1_pm.4_#_261	jgi|Artol1|10781|AOL_s00215g228m.01	jgi|Ascim1|317482|fgenesh1_pm.13_#_57	jgi|Aspni_DSM_1|155618|An01g05760m.01	jgi|Aurpu_var_mel1|62870|fgenesh1_pg.2_#_484	CAF9933164.1	jgi|Capcor1|94605|A1O1_01743T0	jgi|Claba1|140263|Z519_06797T0	jgi|Clagr3|3509|CLAGR_003341-RA	jgi|Cocpo1_1|4595|XM_003069548.1	jgi|Dibbae1|2166|DIBA_004331-RA	jgi|EndpusZ1|3615|EPUS_06889T0	jgi|Erypu1|44|transcript_POS84457	jgi|Exoaq1|13035|A1O9_09321T0	jgi|Fonmu1|11615|Z520_04820T0	jgi|Fusgr1|7242|FGSG_06255T0	GTX0466b15_008383-T1	GTX0486b100_002278-T1	GTX0494b19_000664-T1	jgi|Grascr1|7479|GST1_011170-RA	KAI4103128.1	KAI4105925.1	KAI4218248.1	KAI4225302.1	KAI4265705.1	KAJ9654674.1	KAI9653185.1	KAI9716947.1	KAI9699429.1	KAI9725976.1	KAI9755060.1	KAI9828881.1	KAI9825241.1	jgi|Monha1|4936|H072_5039m.01	jgi|Morco1|518348|estExt_Genewise1Plus.C_80320	jgi|Neucr_trp3_1|3044|Neucr2.NCU06856T0	jgi|Penexp1|9180|PEXP_064830T0	jgi|Phach1|4754|rna4753	jgi|Podan3|209488|mRNA_8316	jgi|PseVKM4520_1|1189|transcript_KFZ19400	jgi|SacceM3707_1|33850|fgenesh1_kg.6_#_160_#_NP_011562.1	jgi|Sclsc1|6605|SS1G_02105T0	jgi|Umbpus1|106962|LPUS_05187T0	FUN_005270_T1_FUN_005270	coassemb376_001463-T1	coassemb378_003995-T1	coassemb64_008597-T1	coassemb76_005288-T1
OG0002406	XP_008713862.1	jgi|Acastr1|125065|AST1_002017-RA	jgi|Altal1|146145|CE146144_9213	jgi|Amamu1|68258|e_gw1.4.403.1	jgi|Artol1|10771|AOL_s00215g218m.01	jgi|Ascim1|413242|fgenesh1_RNNotator_kg.19_#_11_#_Locus4232v1rpkm35.43	jgi|Aspni_DSM_1|155619|An01g05770m.01	jgi|Aurpu_var_mel1|72237|fgenesh1_pm.2_#_448	CAF9931349.1	jgi|Capcor1|94604|A1O1_01742T0	jgi|Claba1|140264|Z519_06798T0	jgi|Clagr3|3513|CLAGR_003345-RA	jgi|Cocpo1_1|4596|XM_003069549.1	jgi|Dibbae1|2165|DIBA_004330-RA	jgi|EndpusZ1|3614|EPUS_06888T0	jgi|Erypu1|45|transcript_POS84459	jgi|Exoaq1|13034|A1O9_09320T0	jgi|Fonmu1|11614|Z520_04819T0	jgi|Fusgr1|7243|FGSG_06256T0	GTX0466b15_008382-T1	GTX0486b100_002279-T1	GTX0494b19_000665-T1	jgi|Grascr1|7478|GST1_011169-RA	KAI4103129.1	KAI4105926.1	KAI4218247.1	KAI4225301.1	KAI4284456.1	KAJ9654673.1	KAI9653184.1	KAI9716948.1	KAI9699430.1	KAI9725977.1	KAI9755061.1	KAI9828880.1	KAI9825242.1	jgi|Monha1|2999|H072_3006m.01	jgi|Morco1|506511|estExt_Genewise1.C_240161	jgi|Neucr_trp3_1|3045|Neucr2.NCU06855T0	jgi|Penexp1|9181|PEXP_064840T0	jgi|Phach1|4753|rna4752	jgi|Podan3|209489|mRNA_8317	jgi|PseVKM4520_1|1188|transcript_KFZ19399	jgi|SacceM3707_1|35330|fgenesh1_kg.9_#_84_#_NP_012026.1	jgi|Sclsc1|6603|SS1G_02103T0	jgi|Umbpus1|106961|LPUS_05186T0	FUN_005269_T1_FUN_005269	coassemb376_001464-T1	coassemb378_003994-T1	coassemb64_002331-T1	coassemb76_008655-T1
OG0002408	XP_008713896.1	jgi|Acastr1|125050|AST1_002002-RA	jgi|Altal1|1022984|fgenesh1_kg.18_#_70_#_Locus2103v1rpkm72.92	jgi|Amamu1|156326|fgenesh1_kg.3_#_258_#_Locus2760v1rpkm81.57	jgi|Artol1|3020|AOL_s00054g353m.01	jgi|Ascim1|317631|fgenesh1_pm.16_#_33	jgi|Aspni_DSM_1|166202|An14g04190m.01	jgi|Aurpu_var_mel1|86520|gm1.6916_g	CAF9933141.1	jgi|Capcor1|94966|A1O1_02105T0	jgi|Claba1|140240|Z519_06774T0	jgi|Clagr3|3571|CLAGR_003401-RA	jgi|Cocpo1_1|4616|XM_003069569.1	jgi|Dibbae1|2180|DIBA_004345-RA	jgi|EndpusZ1|2657|EPUS_03830T0	jgi|Erypu1|41|transcript_POS84456	jgi|Exoaq1|13053|A1O9_09339T0	jgi|Fonmu1|11641|Z520_04846T0	jgi|Fusgr1|3715|FGSG_04313T0	GTX0466b15_009052-T1	GTX0486b100_002270-T1	GTX0494b19_000697-T1	jgi|Grascr1|4348|GST1_006724-RA	KAI4100823.1	KAI4105955.1	KAI4232825.1	KAI4227937.1	KAI4288313.1	KAJ9661628.1	KAI9655206.1	KAI9716938.1	KAI9699420.1	KAI9716975.1	KAI9748604.1	KAI9831241.1	KAI9822880.1	jgi|Monha1|8958|H072_9367m.01	jgi|Morco1|533406|fgenesh1_kg.10_#_100_#_Locus775v1rpkm237.41	jgi|Neucr_trp3_1|3011|Neucr2.NCU05429T1	jgi|Penexp1|2630|PEXP_107940T0	jgi|Phach1|2655|rna2654	jgi|Podan3|209483|mRNA_8311	jgi|PseVKM4520_1|7057|transcript_KFZ08901	jgi|SacceM3707_1|37306|fgenesh1_kg.15_#_234_#_NP_010905.1	jgi|Sclsc1|1338|SS1G_07794T0	jgi|Umbpus1|106233|LPUS_04329T0	FUN_005235_T1_FUN_005235	coassemb376_005964-T1	coassemb378_001679-T1	coassemb64_002676-T1	coassemb76_007901-T1
OG0002409	XP_008713980.1	jgi|Acastr1|124435|AST1_001562-RA	jgi|Altal1|938260|e_gw1.13.24.1	jgi|Amamu1|155884|fgenesh1_kg.2_#_410_#_Locus739v1rpkm270.96	jgi|Artol1|11446|AOL_s00215g893m.01	jgi|Ascim1|45290|CE45289_20043	jgi|Aspni_DSM_1|160512|An07g02840m.01	jgi|Aurpu_var_mel1|46606|e_gw1.8.309.1	CAF9920676.1	jgi|Capcor1|96649|A1O1_03799T0	jgi|Claba1|138226|Z519_04753T0	jgi|Clagr3|8612|CLAGR_008797-RA	jgi|Cocpo1_1|2544|XM_003067497.1	jgi|Dibbae1|5947|DIBA_009449-RA	jgi|EndpusZ1|2441|EPUS_03367T0	jgi|Erypu1|3010|transcript_POS88149	jgi|Exoaq1|9131|A1O9_05556T0	jgi|Fonmu1|1779|Z520_06412T0	jgi|Fusgr1|6168|FGSG_05315T0	GTX0466b15_008167-T1	GTX0486b100_008196-T1	GTX0494b19_001283-T1	jgi|Grascr1|6672|GST1_011085-RA	KAI4110022.1	KAI4105188.1	KAI4239534.1	KAI4229064.1	KAI4289506.1	KAJ9653659.1	KAI9657245.1	KAI9715591.1	KAI9696758.1	KAI9715933.1	KAI9757897.1	KAI9831786.1	KAI9824453.1	jgi|Monha1|10750|H072_11440m.01	jgi|Morco1|553848|fgenesh1_pm.29_#_70	jgi|Neucr_trp3_1|5811|Neucr2.NCU08297T1	jgi|Penexp1|4512|PEXP_032320T0	jgi|Phach1|3262|rna3261	jgi|Podan3|205880|mRNA_4708	jgi|PseVKM4520_1|11537|transcript_KFZ22913	jgi|SacceM3707_1|35744|fgenesh1_kg.10_#_101_#_NP_013418.2	jgi|Sclsc1|7807|SS1G_13230T0	jgi|Umbpus1|105206|LPUS_01916T0	FUN_001814_T1_FUN_001814	coassemb376_001803-T1	coassemb378_002383-T1	coassemb64_005941-T1	coassemb76_006548-T1
OG0002410	XP_008713983.1	jgi|Acastr1|121762|AST1_002592-RA	jgi|Altal1|1021496|fgenesh1_kg.13_#_163_#_Locus6370v1rpkm14.37	jgi|Amamu1|156145|fgenesh1_kg.3_#_77_#_Locus4144v3rpkm27.30	jgi|Artol1|11437|AOL_s00215g884m.01	jgi|Ascim1|215924|e_gw1.166.3.1	jgi|Aspni_DSM_1|160450|An07g02190m.01	jgi|Aurpu_var_mel1|60119|e_gw1.36.5.1	CAF9942745.1	jgi|Capcor1|96646|A1O1_03796T0	jgi|Claba1|138223|Z519_04750T0	jgi|Clagr3|5755|CLAGR_005941-RA	jgi|Cocpo1_1|2652|XM_003067605.1	jgi|Dibbae1|10147|DIBA_003101-RA	jgi|EndpusZ1|2438|EPUS_03364T0	jgi|Erypu1|774|transcript_POS87448	jgi|Exoaq1|9128|A1O9_05553T0	jgi|Fonmu1|1782|Z520_06415T0	jgi|Fusgr1|3874|FGSG_04168T0	GTX0466b15_008170-T1	GTX0486b100_003108-T1	GTX0494b19_004271-T1	jgi|Grascr1|8071|GST1_011224-RA	KAI4098375.1	KAI4105758.1	KAI4234369.1	KAI4224465.1	KAI4284723.1	KAJ9653662.1	KAI9669279.1	KAI9715558.1	KAI9696720.1	KAI9715840.1	KAI9748565.1	KAI9833940.1	KAI9819319.1	jgi|Monha1|10761|H072_11451m.01	jgi|Morco1|484712|e_gw1.14.355.1	jgi|Neucr_trp3_1|1291674|fgenesh1_kg.150_#_15_#_Locus2560v4rpkm0.00_PRE	jgi|Penexp1|9992|PEXP_017150T0	jgi|Phach1|3259|rna3258	jgi|Podan3|205610|mRNA_4438	jgi|PseVKM4520_1|10136|transcript_KFZ24172	jgi|SacceM3707_1|30740|fgenesh1_kg.1_#_602_#_NP_010454.1	jgi|Sclsc1|8650|SS1G_14073T0	jgi|Umbpus1|101824|LPUS_02879T0	FUN_001900_T1_FUN_001900	coassemb376_004340-T1	coassemb378_007928-T1	coassemb64_004402-T1	coassemb76_004017-T1
OG0002412	XP_008714086.1	jgi|Acastr1|127098|AST1_003934-RA	jgi|Altal1|947980|e_gw1.29.125.1	jgi|Amamu1|81048|e_gw1.48.33.1	jgi|Artol1|8413|AOL_s00112g32m.01	jgi|Ascim1|227621|estExt_Genewise1.C_580027	jgi|Aspni_DSM_1|167661|An16g03640m.01	jgi|Aurpu_var_mel1|51335|e_gw1.14.445.1	CAF9938816.1	jgi|Capcor1|98901|A1O1_06071T0	jgi|Claba1|132245|Z519_10564T0	jgi|Clagr3|209|CLAGR_000203-RA	jgi|Cocpo1_1|3382|XM_003068335.1	jgi|Dibbae1|1474|DIBA_006382-RA	jgi|EndpusZ1|7207|EPUS_07029T0	jgi|Erypu1|6003|transcript_POS85007	jgi|Exoaq1|406|A1O9_00406T0	jgi|Fonmu1|9604|Z520_12011T0	jgi|Fusgr1|7376|FGSG_06375T0	GTX0466b15_003183-T1	GTX0486b100_003768-T1	GTX0494b19_004590-T1	jgi|Grascr1|2869|GST1_001028-RA	KAI4109232.1	KAI4105565.1	KAI4234916.1	KAI4225172.1	KAI4290376.1	KAJ9649218.1	KAI9653448.1	KAI9723779.1	KAI9707081.1	KAI9722842.1	KAI9753585.1	KAI9837862.1	KAI9815173.1	jgi|Monha1|8197|H072_8484m.01	jgi|Morco1|539121|fgenesh1_kg.57_#_26_#_Locus3970v1rpkm36.43	jgi|Neucr_trp3_1|10261|Neucr2.NCU02416T0	jgi|Penexp1|2310|PEXP_051640T0	jgi|Phach1|5634|rna5633	jgi|Podan3|208429|mRNA_7257	jgi|PseVKM4520_1|7814|transcript_KFZ07733	jgi|SacceM3707_1|34431|fgenesh1_kg.7_#_108_#_Locus916v6rpkm1.21_PRE	jgi|Sclsc1|4680|SS1G_11136T0	jgi|Umbpus1|100181|LPUS_06758T0	FUN_003628_T1_FUN_003628	coassemb376_005023-T1	coassemb378_002582-T1	coassemb64_000556-T1	coassemb76_005461-T1
