genome,location,length
GTX0491.bin.39.fa,/tsl/scratch/gol22pin/01_Xanthoria_metagenomics/analysis_and_temp_files/03_assembly/ind_assembly_bins/GTX0491.bin.39.fa,4928022
GTX0491.bin.40.fa,/tsl/scratch/gol22pin/01_Xanthoria_metagenomics/analysis_and_temp_files/03_assembly/ind_assembly_bins/GTX0491.bin.40.fa,3704303
GTX0491.bin.7.fa,/tsl/scratch/gol22pin/01_Xanthoria_metagenomics/analysis_and_temp_files/03_assembly/ind_assembly_bins/GTX0491.bin.7.fa,3960916
GTX0491.bin.9.fa,/tsl/scratch/gol22pin/01_Xanthoria_metagenomics/analysis_and_temp_files/03_assembly/ind_assembly_bins/GTX0491.bin.9.fa,2513133
GTX0481.bin.10.fa,/tsl/scratch/gol22pin/01_Xanthoria_metagenomics/analysis_and_temp_files/03_assembly/ind_assembly_bins/GTX0481.bin.10.fa,2673519
GTX0481.bin.2.fa,/tsl/scratch/gol22pin/01_Xanthoria_metagenomics/analysis_and_temp_files/03_assembly/ind_assembly_bins/GTX0481.bin.2.fa,2398169
GTX0481.bin.20.fa,/tsl/scratch/gol22pin/01_Xanthoria_metagenomics/analysis_and_temp_files/03_assembly/ind_assembly_bins/GTX0481.bin.20.fa,3003946
GTX0481.bin.25.fa,/tsl/scratch/gol22pin/01_Xanthoria_metagenomics/analysis_and_temp_files/03_assembly/ind_assembly_bins/GTX0481.bin.25.fa,6535710
GTX0481.bin.28.fa,/tsl/scratch/gol22pin/01_Xanthoria_metagenomics/analysis_and_temp_files/03_assembly/ind_assembly_bins/GTX0481.bin.28.fa,3016964
GTX0481.bin.29.fa,/tsl/scratch/gol22pin/01_Xanthoria_metagenomics/analysis_and_temp_files/03_assembly/ind_assembly_bins/GTX0481.bin.29.fa,3114178
GTX0481.bin.3.fa,/tsl/scratch/gol22pin/01_Xanthoria_metagenomics/analysis_and_temp_files/03_assembly/ind_assembly_bins/GTX0481.bin.3.fa,2463824
GTX0481.bin.6.fa,/tsl/scratch/gol22pin/01_Xanthoria_metagenomics/analysis_and_temp_files/03_assembly/ind_assembly_bins/GTX0481.bin.6.fa,5008159
GTX0481.bin.8.fa,/tsl/scratch/gol22pin/01_Xanthoria_metagenomics/analysis_and_temp_files/03_assembly/ind_assembly_bins/GTX0481.bin.8.fa,2865203
GTX0481.bin.9.fa,/tsl/scratch/gol22pin/01_Xanthoria_metagenomics/analysis_and_temp_files/03_assembly/ind_assembly_bins/GTX0481.bin.9.fa,3425441
GTX0493.bin.10.fa,/tsl/scratch/gol22pin/01_Xanthoria_metagenomics/analysis_and_temp_files/03_assembly/ind_assembly_bins/GTX0493.bin.10.fa,5657879
GTX0493.bin.13.fa,/tsl/scratch/gol22pin/01_Xanthoria_metagenomics/analysis_and_temp_files/03_assembly/ind_assembly_bins/GTX0493.bin.13.fa,2511472
GTX0493.bin.14.fa,/tsl/scratch/gol22pin/01_Xanthoria_metagenomics/analysis_and_temp_files/03_assembly/ind_assembly_bins/GTX0493.bin.14.fa,2872172
GTX0493.bin.18.fa,/tsl/scratch/gol22pin/01_Xanthoria_metagenomics/analysis_and_temp_files/03_assembly/ind_assembly_bins/GTX0493.bin.18.fa,2669031
GTX0493.bin.21.fa,/tsl/scratch/gol22pin/01_Xanthoria_metagenomics/analysis_and_temp_files/03_assembly/ind_assembly_bins/GTX0493.bin.21.fa,4107890
GTX0493.bin.22.fa,/tsl/scratch/gol22pin/01_Xanthoria_metagenomics/analysis_and_temp_files/03_assembly/ind_assembly_bins/GTX0493.bin.22.fa,4841107
GTX0493.bin.27.fa,/tsl/scratch/gol22pin/01_Xanthoria_metagenomics/analysis_and_temp_files/03_assembly/ind_assembly_bins/GTX0493.bin.27.fa,2262470
GTX0493.bin.34.fa,/tsl/scratch/gol22pin/01_Xanthoria_metagenomics/analysis_and_temp_files/03_assembly/ind_assembly_bins/GTX0493.bin.34.fa,2626498
GTX0493.bin.7.fa,/tsl/scratch/gol22pin/01_Xanthoria_metagenomics/analysis_and_temp_files/03_assembly/ind_assembly_bins/GTX0493.bin.7.fa,3686066
GTX0494.bin.10.fa,/tsl/scratch/gol22pin/01_Xanthoria_metagenomics/analysis_and_temp_files/03_assembly/ind_assembly_bins/GTX0494.bin.10.fa,3558175
GTX0494.bin.17.fa,/tsl/scratch/gol22pin/01_Xanthoria_metagenomics/analysis_and_temp_files/03_assembly/ind_assembly_bins/GTX0494.bin.17.fa,2348915
GTX0494.bin.20.fa,/tsl/scratch/gol22pin/01_Xanthoria_metagenomics/analysis_and_temp_files/03_assembly/ind_assembly_bins/GTX0494.bin.20.fa,2751706
GTX0494.bin.21.fa,/tsl/scratch/gol22pin/01_Xanthoria_metagenomics/analysis_and_temp_files/03_assembly/ind_assembly_bins/GTX0494.bin.21.fa,4460832
GTX0494.bin.29.fa,/tsl/scratch/gol22pin/01_Xanthoria_metagenomics/analysis_and_temp_files/03_assembly/ind_assembly_bins/GTX0494.bin.29.fa,2773356
GTX0494.bin.3.fa,/tsl/scratch/gol22pin/01_Xanthoria_metagenomics/analysis_and_temp_files/03_assembly/ind_assembly_bins/GTX0494.bin.3.fa,2027173
GTX0494.bin.9.fa,/tsl/scratch/gol22pin/01_Xanthoria_metagenomics/analysis_and_temp_files/03_assembly/ind_assembly_bins/GTX0494.bin.9.fa,5583363
